id,source_2,trn,registry,cutoff,source_3
tri05603,ictrp,NCT04466098,ClinicalTrials.gov,2,ictrp
tri05604,ictrp,NCT04466280,ClinicalTrials.gov,2,ictrp
tri05605,ictrp,NCT04466306,ClinicalTrials.gov,2,ictrp
tri05606,ictrp,NCT04466371,ClinicalTrials.gov,2,ictrp
tri05607,ictrp,NCT04466462,ClinicalTrials.gov,2,ictrp
tri05608,ictrp,NCT04466540,ClinicalTrials.gov,2,ictrp
tri05609,ictrp,NCT04466605,ClinicalTrials.gov,2,ictrp
tri05610,ictrp,NCT04466644,ClinicalTrials.gov,2,ictrp
tri05611,ictrp,NCT04466657,ClinicalTrials.gov,2,ictrp
tri05612,ictrp,NCT04466670,ClinicalTrials.gov,2,ictrp
tri05613,ictrp,NCT04466683,ClinicalTrials.gov,2,ictrp
tri05614,ictrp,NCT04466800,ClinicalTrials.gov,2,ictrp
tri05615,ictrp,NCT04466839,ClinicalTrials.gov,2,ictrp
tri05616,ictrp,NCT04467008,ClinicalTrials.gov,2,ictrp
tri05617,ictrp,NCT04467047,ClinicalTrials.gov,2,ictrp
tri05618,ictrp,NCT04467086,ClinicalTrials.gov,2,ictrp
tri05619,ictrp,NCT04467112,ClinicalTrials.gov,2,ictrp
tri05620,ictrp,NCT04467151,ClinicalTrials.gov,2,ictrp
tri05621,ictrp,NCT04467840,ClinicalTrials.gov,2,ictrp
tri05622,ictrp,NCT04467918,ClinicalTrials.gov,2,ictrp
tri05623,ictrp,NCT04467931,ClinicalTrials.gov,2,ictrp
tri05624,ictrp,NCT04468009,ClinicalTrials.gov,2,ictrp
tri05625,ictrp,NCT04468035,ClinicalTrials.gov,2,ictrp
tri05626,ictrp,NCT04468087,ClinicalTrials.gov,2,ictrp
tri05627,ictrp,NCT04468139,ClinicalTrials.gov,2,ictrp
tri05628,ictrp,NCT04468217,ClinicalTrials.gov,2,ictrp
tri05629,ictrp,NCT04468256,ClinicalTrials.gov,2,ictrp
tri05630,ictrp,NCT04468308,ClinicalTrials.gov,2,ictrp
tri05631,ictrp,NCT04468386,ClinicalTrials.gov,2,ictrp
tri05632,ictrp,NCT04468412,ClinicalTrials.gov,2,ictrp
tri05633,ictrp,NCT04468646,ClinicalTrials.gov,2,ictrp
tri05634,ictrp,NCT04468802,ClinicalTrials.gov,2,ictrp
tri05635,ictrp,NCT04468893,ClinicalTrials.gov,2,ictrp
tri05636,ictrp,NCT04468958,ClinicalTrials.gov,2,ictrp
tri05637,ictrp,NCT04468971,ClinicalTrials.gov,2,ictrp
tri05638,ictrp,NCT04469114,ClinicalTrials.gov,2,ictrp
tri05639,ictrp,NCT04469153,ClinicalTrials.gov,2,ictrp
tri05640,ictrp,NCT04469179,ClinicalTrials.gov,2,ictrp
tri05641,ictrp,NCT04469621,ClinicalTrials.gov,2,ictrp
tri05642,ictrp,NCT04469634,ClinicalTrials.gov,2,ictrp
tri05643,ictrp,NCT04469647,ClinicalTrials.gov,2,ictrp
tri05644,ictrp,NCT04469660,ClinicalTrials.gov,2,ictrp
tri05645,ictrp,NCT04470258,ClinicalTrials.gov,2,ictrp
tri05646,ictrp,NCT04470297,ClinicalTrials.gov,2,ictrp
tri05647,ictrp,NCT04470323,ClinicalTrials.gov,2,ictrp
tri05648,ictrp,NCT04470414,ClinicalTrials.gov,2,ictrp
tri05649,ictrp,NCT04470427,ClinicalTrials.gov,2,ictrp
tri05650,ictrp,NCT04470531,ClinicalTrials.gov,2,ictrp
tri05651,ictrp,NCT04470544,ClinicalTrials.gov,2,ictrp
tri05652,ictrp,NCT04470557,ClinicalTrials.gov,2,ictrp
tri05653,ictrp,NCT04470583,ClinicalTrials.gov,2,ictrp
tri05654,ictrp,NCT04470609,ClinicalTrials.gov,2,ictrp
tri05655,ictrp,NCT04470622,ClinicalTrials.gov,2,ictrp
tri05656,ictrp,NCT04470648,ClinicalTrials.gov,2,ictrp
tri05657,ictrp,NCT04470739,ClinicalTrials.gov,2,ictrp
tri05658,ictrp,NCT04470999,ClinicalTrials.gov,2,ictrp
tri05659,ictrp,NCT04471051,ClinicalTrials.gov,2,ictrp
tri05660,ictrp,NCT04471519,ClinicalTrials.gov,2,ictrp
tri05661,ictrp,NCT04471636,ClinicalTrials.gov,2,ictrp
tri05662,ictrp,NCT04471649,ClinicalTrials.gov,2,ictrp
tri05663,ictrp,NCT04471701,ClinicalTrials.gov,2,ictrp
tri05664,ictrp,NCT04471766,ClinicalTrials.gov,2,ictrp
tri05665,ictrp,NCT04471831,ClinicalTrials.gov,2,ictrp
tri05666,ictrp,NCT04472013,ClinicalTrials.gov,2,ictrp
tri05667,ictrp,NCT04472052,ClinicalTrials.gov,2,ictrp
tri05668,ictrp,NCT04472078,ClinicalTrials.gov,2,ictrp
tri05669,ictrp,NCT04472494,ClinicalTrials.gov,2,ictrp
tri05670,ictrp,NCT04472559,ClinicalTrials.gov,2,ictrp
tri05671,ictrp,NCT04472572,ClinicalTrials.gov,2,ictrp
tri05672,ictrp,NCT04472585,ClinicalTrials.gov,2,ictrp
tri05673,ictrp,NCT04472611,ClinicalTrials.gov,2,ictrp
tri05674,ictrp,NCT04472793,ClinicalTrials.gov,2,ictrp
tri05675,ictrp,NCT04473053,ClinicalTrials.gov,2,ictrp
tri05675,auto,EUCTR2020-002230-32,EudraCT,2,auto
tri05675,auto,ISRCTN14212905,ISRCTN,2,auto
tri05676,ictrp,NCT04473105,ClinicalTrials.gov,2,ictrp
tri05677,ictrp,NCT04473118,ClinicalTrials.gov,2,ictrp
tri05678,ictrp,NCT04473131,ClinicalTrials.gov,2,ictrp
tri05679,ictrp,NCT04473157,ClinicalTrials.gov,2,ictrp
tri05680,ictrp,NCT04473170,ClinicalTrials.gov,2,ictrp
tri05681,ictrp,NCT04473183,ClinicalTrials.gov,2,ictrp
tri05682,ictrp,NCT04473248,ClinicalTrials.gov,2,ictrp
tri05683,ictrp,NCT04473261,ClinicalTrials.gov,2,ictrp
tri05684,ictrp,NCT04473352,ClinicalTrials.gov,2,ictrp
tri05685,ictrp,NCT04473365,ClinicalTrials.gov,2,ictrp
tri05686,ictrp,NCT04473547,ClinicalTrials.gov,2,ictrp
tri05687,ictrp,NCT04473599,ClinicalTrials.gov,2,ictrp
tri05688,ictrp,NCT04473898,ClinicalTrials.gov,2,ictrp
tri05689,ictrp,NCT04474067,ClinicalTrials.gov,2,ictrp
tri05690,ictrp,NCT04474080,ClinicalTrials.gov,2,ictrp
tri05691,ictrp,NCT04474236,ClinicalTrials.gov,2,ictrp
tri05692,ictrp,NCT04474249,ClinicalTrials.gov,2,ictrp
tri05693,ictrp,NCT04474288,ClinicalTrials.gov,2,ictrp
tri05694,ictrp,NCT04474301,ClinicalTrials.gov,2,ictrp
tri05695,ictrp,NCT04474340,ClinicalTrials.gov,2,ictrp
tri05696,ictrp,NCT04474444,ClinicalTrials.gov,2,ictrp
tri05697,ictrp,NCT04474457,ClinicalTrials.gov,2,ictrp
tri05698,ictrp,NCT04474483,ClinicalTrials.gov,2,ictrp
tri05699,ictrp,NCT04474496,ClinicalTrials.gov,2,ictrp
tri05700,ictrp,NCT04475068,ClinicalTrials.gov,2,ictrp
tri05701,ictrp,NCT04475081,ClinicalTrials.gov,2,ictrp
tri05702,ictrp,NCT04475107,ClinicalTrials.gov,2,ictrp
tri05703,ictrp,NCT04475120,ClinicalTrials.gov,2,ictrp
tri05704,ictrp,NCT04475185,ClinicalTrials.gov,2,ictrp
tri05705,ictrp,NCT04475211,ClinicalTrials.gov,2,ictrp
tri05706,ictrp,NCT04475302,ClinicalTrials.gov,2,ictrp
tri05707,ictrp,NCT04475471,ClinicalTrials.gov,2,ictrp
tri05708,ictrp,NCT04475484,ClinicalTrials.gov,2,ictrp
tri05709,ictrp,NCT04475562,ClinicalTrials.gov,2,ictrp
tri05710,ictrp,NCT04475575,ClinicalTrials.gov,2,ictrp
tri05711,ictrp,NCT04475588,ClinicalTrials.gov,2,ictrp
tri05712,ictrp,NCT04475601,ClinicalTrials.gov,2,ictrp
tri05713,ictrp,NCT04475913,ClinicalTrials.gov,2,ictrp
tri05714,ictrp,NCT04475991,ClinicalTrials.gov,2,ictrp
tri05715,ictrp,NCT04476589,ClinicalTrials.gov,2,ictrp
tri05716,ictrp,NCT04476602,ClinicalTrials.gov,2,ictrp
tri05717,ictrp,NCT04476667,ClinicalTrials.gov,2,ictrp
tri05718,ictrp,NCT04476680,ClinicalTrials.gov,2,ictrp
tri05719,ictrp,NCT04476706,ClinicalTrials.gov,2,ictrp
tri05720,ictrp,NCT04476823,ClinicalTrials.gov,2,ictrp
tri05721,ictrp,NCT04476888,ClinicalTrials.gov,2,ictrp
tri05722,ictrp,NCT04476914,ClinicalTrials.gov,2,ictrp
tri05723,ictrp,NCT04476927,ClinicalTrials.gov,2,ictrp
tri05724,ictrp,NCT04476940,ClinicalTrials.gov,2,ictrp
tri05725,ictrp,NCT04476953,ClinicalTrials.gov,2,ictrp
tri05726,ictrp,NCT04476979,ClinicalTrials.gov,2,ictrp
tri05727,ictrp,NCT04476992,ClinicalTrials.gov,2,ictrp
tri05728,ictrp,NCT04477083,ClinicalTrials.gov,2,ictrp
tri05729,ictrp,NCT04477473,ClinicalTrials.gov,2,ictrp
tri05730,ictrp,NCT04477642,ClinicalTrials.gov,2,ictrp
tri05731,ictrp,NCT04477655,ClinicalTrials.gov,2,ictrp
tri05732,ictrp,NCT04477668,ClinicalTrials.gov,2,ictrp
tri05733,ictrp,NCT04477889,ClinicalTrials.gov,2,ictrp
tri05734,ictrp,NCT04477902,ClinicalTrials.gov,2,ictrp
tri05735,ictrp,NCT04477954,ClinicalTrials.gov,2,ictrp
tri05736,ictrp,NCT04477993,ClinicalTrials.gov,2,ictrp
tri05737,ictrp,NCT04478019,ClinicalTrials.gov,2,ictrp
tri05738,ictrp,NCT04478071,ClinicalTrials.gov,2,ictrp
tri05739,ictrp,NCT04478539,ClinicalTrials.gov,2,ictrp
tri05740,ictrp,NCT04479124,ClinicalTrials.gov,2,ictrp
tri05741,ictrp,NCT04479137,ClinicalTrials.gov,2,ictrp
tri05742,ictrp,NCT04479150,ClinicalTrials.gov,2,ictrp
tri05743,ictrp,NCT04479163,ClinicalTrials.gov,2,ictrp
tri05744,ictrp,NCT04479202,ClinicalTrials.gov,2,ictrp
tri05745,ictrp,NCT04479280,ClinicalTrials.gov,2,ictrp
tri05746,ictrp,NCT04479293,ClinicalTrials.gov,2,ictrp
tri05747,ictrp,NCT04479319,ClinicalTrials.gov,2,ictrp
tri05748,ictrp,NCT04479332,ClinicalTrials.gov,2,ictrp
tri05749,ictrp,NCT04479345,ClinicalTrials.gov,2,ictrp
tri05750,ictrp,NCT04479358,ClinicalTrials.gov,2,ictrp
tri05751,ictrp,NCT04479488,ClinicalTrials.gov,2,ictrp
tri05752,ictrp,NCT04479540,ClinicalTrials.gov,2,ictrp
tri05753,ictrp,NCT04479982,ClinicalTrials.gov,2,ictrp
tri05754,ictrp,NCT04480034,ClinicalTrials.gov,2,ictrp
tri05755,ictrp,NCT04480060,ClinicalTrials.gov,2,ictrp
tri05756,ictrp,NCT04480112,ClinicalTrials.gov,2,ictrp
tri05757,ictrp,NCT04480138,ClinicalTrials.gov,2,ictrp
tri05758,ictrp,NCT04480333,ClinicalTrials.gov,2,ictrp
tri05759,ictrp,NCT04480398,ClinicalTrials.gov,2,ictrp
tri05760,ictrp,NCT04480411,ClinicalTrials.gov,2,ictrp
tri05761,ictrp,NCT04480424,ClinicalTrials.gov,2,ictrp
tri05762,ictrp,NCT04480515,ClinicalTrials.gov,2,ictrp
tri05763,ictrp,NCT04480580,ClinicalTrials.gov,2,ictrp
tri05764,ictrp,NCT04480593,ClinicalTrials.gov,2,ictrp
tri05765,ictrp,NCT04480606,ClinicalTrials.gov,2,ictrp
tri05766,ictrp,NCT04480632,ClinicalTrials.gov,2,ictrp
tri05767,ictrp,NCT04481360,ClinicalTrials.gov,2,ictrp
tri05768,ictrp,NCT04481477,ClinicalTrials.gov,2,ictrp
tri05769,ictrp,NCT04481516,ClinicalTrials.gov,2,ictrp
tri05770,ictrp,NCT04481529,ClinicalTrials.gov,2,ictrp
tri05771,ictrp,NCT04481620,ClinicalTrials.gov,2,ictrp
tri05772,ictrp,NCT04481633,ClinicalTrials.gov,2,ictrp
tri05773,ictrp,NCT04481646,ClinicalTrials.gov,2,ictrp
tri05774,ictrp,NCT04481685,ClinicalTrials.gov,2,ictrp
tri05775,ictrp,NCT04482023,ClinicalTrials.gov,2,ictrp
tri05776,ictrp,NCT04482205,ClinicalTrials.gov,2,ictrp
tri05777,ictrp,NCT04482361,ClinicalTrials.gov,2,ictrp
tri05778,ictrp,NCT04482387,ClinicalTrials.gov,2,ictrp
tri05779,ictrp,NCT04482595,ClinicalTrials.gov,2,ictrp
tri05780,ictrp,NCT04482621,ClinicalTrials.gov,2,ictrp
tri05781,ictrp,NCT04482634,ClinicalTrials.gov,2,ictrp
tri05782,ictrp,NCT04482647,ClinicalTrials.gov,2,ictrp
tri05783,ictrp,NCT04482673,ClinicalTrials.gov,2,ictrp
tri05784,ictrp,NCT04482699,ClinicalTrials.gov,2,ictrp
tri05785,ictrp,NCT04482712,ClinicalTrials.gov,2,ictrp
tri05786,ictrp,NCT04483375,ClinicalTrials.gov,2,ictrp
tri05787,ictrp,NCT04483622,ClinicalTrials.gov,2,ictrp
tri05788,ictrp,NCT04483635,ClinicalTrials.gov,2,ictrp
tri05789,ictrp,NCT04483752,ClinicalTrials.gov,2,ictrp
tri05790,ictrp,NCT04483830,ClinicalTrials.gov,2,ictrp
tri05791,ictrp,NCT04483908,ClinicalTrials.gov,2,ictrp
tri05792,ictrp,NCT04483960,ClinicalTrials.gov,2,ictrp
tri05793,ictrp,NCT04483973,ClinicalTrials.gov,2,ictrp
tri05794,ictrp,NCT04484025,ClinicalTrials.gov,2,ictrp
tri05795,ictrp,NCT04484207,ClinicalTrials.gov,2,ictrp
tri05796,ictrp,NCT04484493,ClinicalTrials.gov,2,ictrp
tri05797,ictrp,NCT04484545,ClinicalTrials.gov,2,ictrp
tri05798,ictrp,NCT04484597,ClinicalTrials.gov,2,ictrp
tri05799,ictrp,NCT04485130,ClinicalTrials.gov,2,ictrp
tri05800,ictrp,NCT04485169,ClinicalTrials.gov,2,ictrp
tri05801,ictrp,NCT04485338,ClinicalTrials.gov,2,ictrp
tri05802,ictrp,NCT04485351,ClinicalTrials.gov,2,ictrp
tri05803,ictrp,NCT04485364,ClinicalTrials.gov,2,ictrp
tri05804,ictrp,NCT04485429,ClinicalTrials.gov,2,ictrp
tri05805,ictrp,NCT04486001,ClinicalTrials.gov,2,ictrp
tri05806,ictrp,NCT04486144,ClinicalTrials.gov,2,ictrp
tri05807,ictrp,NCT04486313,ClinicalTrials.gov,2,ictrp
tri05808,ictrp,NCT04486404,ClinicalTrials.gov,2,ictrp
tri05809,ictrp,NCT04486417,ClinicalTrials.gov,2,ictrp
tri05810,ictrp,NCT04486482,ClinicalTrials.gov,2,ictrp
tri05811,ictrp,NCT04486508,ClinicalTrials.gov,2,ictrp
tri05812,ictrp,NCT04486729,ClinicalTrials.gov,2,ictrp
tri05813,ictrp,NCT04487119,ClinicalTrials.gov,2,ictrp
tri05814,ictrp,NCT04487171,ClinicalTrials.gov,2,ictrp
tri05815,ictrp,NCT04487197,ClinicalTrials.gov,2,ictrp
tri05816,ictrp,NCT04487210,ClinicalTrials.gov,2,ictrp
tri05817,ictrp,NCT04487444,ClinicalTrials.gov,2,ictrp
tri05818,ictrp,NCT04487574,ClinicalTrials.gov,2,ictrp
tri05819,ictrp,NCT04487639,ClinicalTrials.gov,2,ictrp
tri05820,ictrp,NCT04487665,ClinicalTrials.gov,2,ictrp
tri05821,ictrp,NCT04487769,ClinicalTrials.gov,2,ictrp
tri05822,ictrp,NCT04487873,ClinicalTrials.gov,2,ictrp
tri05823,ictrp,NCT04487886,ClinicalTrials.gov,2,ictrp
tri05824,ictrp,NCT04487951,ClinicalTrials.gov,2,ictrp
tri05825,ictrp,NCT04487964,ClinicalTrials.gov,2,ictrp
tri05826,ictrp,NCT04487977,ClinicalTrials.gov,2,ictrp
tri05827,ictrp,NCT04487990,ClinicalTrials.gov,2,ictrp
tri05828,ictrp,NCT04488081,ClinicalTrials.gov,2,ictrp
tri05829,ictrp,NCT04488471,ClinicalTrials.gov,2,ictrp
tri05830,ictrp,NCT04488484,ClinicalTrials.gov,2,ictrp
tri05831,ictrp,NCT04488510,ClinicalTrials.gov,2,ictrp
tri05832,ictrp,NCT04488549,ClinicalTrials.gov,2,ictrp
tri05833,ictrp,NCT04488562,ClinicalTrials.gov,2,ictrp
tri05834,ictrp,NCT04488575,ClinicalTrials.gov,2,ictrp
tri05835,ictrp,NCT04488588,ClinicalTrials.gov,2,ictrp
tri05836,ictrp,NCT04488796,ClinicalTrials.gov,2,ictrp
tri05837,ictrp,NCT04489446,ClinicalTrials.gov,2,ictrp
tri05838,ictrp,NCT04489628,ClinicalTrials.gov,2,ictrp
tri05839,ictrp,NCT04490200,ClinicalTrials.gov,2,ictrp
tri05840,ictrp,NCT04490239,ClinicalTrials.gov,2,ictrp
tri05841,ictrp,NCT04490278,ClinicalTrials.gov,2,ictrp
tri05842,ictrp,NCT04490486,ClinicalTrials.gov,2,ictrp
tri05843,ictrp,NCT04490772,ClinicalTrials.gov,2,ictrp
tri05844,ictrp,NCT04490811,ClinicalTrials.gov,2,ictrp
tri05845,ictrp,NCT04490824,ClinicalTrials.gov,2,ictrp
tri05846,ictrp,NCT04490837,ClinicalTrials.gov,2,ictrp
tri05847,ictrp,NCT04490850,ClinicalTrials.gov,2,ictrp
tri05848,ictrp,NCT04491071,ClinicalTrials.gov,2,ictrp
tri05849,ictrp,NCT04491201,ClinicalTrials.gov,2,ictrp
tri05850,ictrp,NCT04491214,ClinicalTrials.gov,2,ictrp
tri05851,ictrp,NCT04491227,ClinicalTrials.gov,2,ictrp
tri05852,ictrp,NCT04491240,ClinicalTrials.gov,2,ictrp
tri05853,ictrp,NCT04491292,ClinicalTrials.gov,2,ictrp
tri05854,ictrp,NCT04491318,ClinicalTrials.gov,2,ictrp
tri05855,ictrp,NCT04491994,ClinicalTrials.gov,2,ictrp
tri05856,ictrp,NCT04492189,ClinicalTrials.gov,2,ictrp
tri05857,ictrp,NCT04492202,ClinicalTrials.gov,2,ictrp
tri05858,ictrp,NCT04492228,ClinicalTrials.gov,2,ictrp
tri05859,ictrp,NCT04492254,ClinicalTrials.gov,2,ictrp
tri05859,auto,EUCTR2020-003125-39,EudraCT,2,auto
tri05860,ictrp,NCT04492267,ClinicalTrials.gov,2,ictrp
tri05861,ictrp,NCT04492358,ClinicalTrials.gov,2,ictrp
tri05862,ictrp,NCT04492371,ClinicalTrials.gov,2,ictrp
tri05863,ictrp,NCT04492384,ClinicalTrials.gov,2,ictrp
tri05864,ictrp,NCT04492410,ClinicalTrials.gov,2,ictrp
tri05865,ictrp,NCT04492501,ClinicalTrials.gov,2,ictrp
tri05866,ictrp,NCT04492514,ClinicalTrials.gov,2,ictrp
tri05867,ictrp,NCT04492527,ClinicalTrials.gov,2,ictrp
tri05868,ictrp,NCT04492865,ClinicalTrials.gov,2,ictrp
tri05869,ictrp,NCT04492891,ClinicalTrials.gov,2,ictrp
tri05870,ictrp,NCT04492904,ClinicalTrials.gov,2,ictrp
tri05871,ictrp,NCT04492943,ClinicalTrials.gov,2,ictrp
tri05872,ictrp,NCT04493242,ClinicalTrials.gov,2,ictrp
tri05873,ictrp,NCT04493268,ClinicalTrials.gov,2,ictrp
tri05874,ictrp,NCT04493294,ClinicalTrials.gov,2,ictrp
tri05875,ictrp,NCT04493307,ClinicalTrials.gov,2,ictrp
tri05876,ictrp,NCT04493359,ClinicalTrials.gov,2,ictrp
tri05877,ictrp,NCT04494204,ClinicalTrials.gov,2,ictrp
tri05878,ictrp,NCT04494386,ClinicalTrials.gov,2,ictrp
tri05879,ictrp,NCT04494399,ClinicalTrials.gov,2,ictrp
tri05880,ictrp,NCT04494646,ClinicalTrials.gov,2,ictrp
tri05881,ictrp,NCT04494724,ClinicalTrials.gov,2,ictrp
tri05882,ictrp,NCT04494776,ClinicalTrials.gov,2,ictrp
tri05883,ictrp,NCT04494867,ClinicalTrials.gov,2,ictrp
tri05884,ictrp,NCT04494893,ClinicalTrials.gov,2,ictrp
tri05885,ictrp,NCT04494984,ClinicalTrials.gov,2,ictrp
tri05886,ictrp,NCT04495101,ClinicalTrials.gov,2,ictrp
tri05886,auto,EUCTR2020-001953-36,EudraCT,2,auto
tri05887,ictrp,NCT04495543,ClinicalTrials.gov,2,ictrp
tri05888,ictrp,NCT04495764,ClinicalTrials.gov,2,ictrp
tri05889,ictrp,NCT04495803,ClinicalTrials.gov,2,ictrp
tri05890,ictrp,NCT04495816,ClinicalTrials.gov,2,ictrp
tri05891,ictrp,NCT04495842,ClinicalTrials.gov,2,ictrp
tri05892,ictrp,NCT04495907,ClinicalTrials.gov,2,ictrp
tri05893,ictrp,NCT04495933,ClinicalTrials.gov,2,ictrp
tri05893,auto,ACTRN12620000674932,ANZCTR,2,auto
tri05893,auto,ISRCTN51232965,ISRCTN,2,auto
tri05894,ictrp,NCT04496076,ClinicalTrials.gov,2,ictrp
tri05895,ictrp,NCT04496128,ClinicalTrials.gov,2,ictrp
tri05896,ictrp,NCT04496141,ClinicalTrials.gov,2,ictrp
tri05897,ictrp,NCT04496245,ClinicalTrials.gov,2,ictrp
tri05898,ictrp,NCT04496869,ClinicalTrials.gov,2,ictrp
tri05899,ictrp,NCT04497194,ClinicalTrials.gov,2,ictrp
tri05900,ictrp,NCT04497246,ClinicalTrials.gov,2,ictrp
tri05901,ictrp,NCT04497272,ClinicalTrials.gov,2,ictrp
tri05902,ictrp,NCT04497298,ClinicalTrials.gov,2,ictrp
tri05903,ictrp,NCT04497311,ClinicalTrials.gov,2,ictrp
tri05904,ictrp,NCT04497324,ClinicalTrials.gov,2,ictrp
tri05904,auto,PER-016-20,REPEC,2,auto
tri05905,ictrp,NCT04497389,ClinicalTrials.gov,2,ictrp
tri05906,ictrp,NCT04497402,ClinicalTrials.gov,2,ictrp
tri05907,ictrp,NCT04497415,ClinicalTrials.gov,2,ictrp
tri05908,ictrp,NCT04497441,ClinicalTrials.gov,2,ictrp
tri05909,ictrp,NCT04497454,ClinicalTrials.gov,2,ictrp
tri05910,ictrp,NCT04497467,ClinicalTrials.gov,2,ictrp
tri05911,ictrp,NCT04497519,ClinicalTrials.gov,2,ictrp
tri05912,ictrp,NCT04497610,ClinicalTrials.gov,2,ictrp
tri05913,ictrp,NCT04497623,ClinicalTrials.gov,2,ictrp
tri05914,ictrp,NCT04497636,ClinicalTrials.gov,2,ictrp
tri05915,ictrp,NCT04497779,ClinicalTrials.gov,2,ictrp
tri05916,ictrp,NCT04497818,ClinicalTrials.gov,2,ictrp
tri05917,ictrp,NCT04497922,ClinicalTrials.gov,2,ictrp
tri05918,ictrp,NCT04497987,ClinicalTrials.gov,2,ictrp
tri05919,ictrp,NCT04498065,ClinicalTrials.gov,2,ictrp
tri05920,ictrp,NCT04498091,ClinicalTrials.gov,2,ictrp
tri05921,ictrp,NCT04498273,ClinicalTrials.gov,2,ictrp
tri05922,ictrp,NCT04498286,ClinicalTrials.gov,2,ictrp
tri05923,ictrp,NCT04498299,ClinicalTrials.gov,2,ictrp
tri05924,ictrp,NCT04498325,ClinicalTrials.gov,2,ictrp
tri05925,ictrp,NCT04498377,ClinicalTrials.gov,2,ictrp
tri05926,ictrp,NCT04498416,ClinicalTrials.gov,2,ictrp
tri05927,ictrp,NCT04498442,ClinicalTrials.gov,2,ictrp
tri05928,ictrp,NCT04498507,ClinicalTrials.gov,2,ictrp
tri05929,ictrp,NCT04498546,ClinicalTrials.gov,2,ictrp
tri05930,ictrp,NCT04498936,ClinicalTrials.gov,2,ictrp
tri05931,ictrp,NCT04499300,ClinicalTrials.gov,2,ictrp
tri05932,ictrp,NCT04499313,ClinicalTrials.gov,2,ictrp
tri05933,ictrp,NCT04499378,ClinicalTrials.gov,2,ictrp
tri05934,ictrp,NCT04499391,ClinicalTrials.gov,2,ictrp
tri05935,ictrp,NCT04499677,ClinicalTrials.gov,2,ictrp
tri05936,ictrp,NCT04500067,ClinicalTrials.gov,2,ictrp
tri05937,ictrp,NCT04500132,ClinicalTrials.gov,2,ictrp
tri05937,auto,KCT0005344,CRiS,2,auto
tri05938,ictrp,NCT04500366,ClinicalTrials.gov,2,ictrp
tri05939,ictrp,NCT04500418,ClinicalTrials.gov,2,ictrp
tri05939,auto,EUCTR2020-001493-29,EudraCT,2,auto
tri05940,ictrp,NCT04500600,ClinicalTrials.gov,2,ictrp
tri05941,ictrp,NCT04500626,ClinicalTrials.gov,2,ictrp
tri05942,ictrp,NCT04500639,ClinicalTrials.gov,2,ictrp
tri05943,ictrp,NCT04500652,ClinicalTrials.gov,2,ictrp
tri05944,ictrp,NCT04501172,ClinicalTrials.gov,2,ictrp
tri05945,ictrp,NCT04501445,ClinicalTrials.gov,2,ictrp
tri05946,ictrp,NCT04501458,ClinicalTrials.gov,2,ictrp
tri05947,ictrp,NCT04501783,ClinicalTrials.gov,2,ictrp
tri05948,ictrp,NCT04501796,ClinicalTrials.gov,2,ictrp
tri05949,ictrp,NCT04501822,ClinicalTrials.gov,2,ictrp
tri05950,ictrp,NCT04501965,ClinicalTrials.gov,2,ictrp
tri05951,ictrp,NCT04501978,ClinicalTrials.gov,2,ictrp
tri05951,NA,EUCTR2020-003278-37,EudraCT,3,reg
tri05952,ictrp,NCT04501991,ClinicalTrials.gov,2,ictrp
tri05953,ictrp,NCT04502056,ClinicalTrials.gov,2,ictrp
tri05954,ictrp,NCT04502069,ClinicalTrials.gov,2,ictrp
tri05955,ictrp,NCT04502108,ClinicalTrials.gov,2,ictrp
tri05956,ictrp,NCT04502342,ClinicalTrials.gov,2,ictrp
tri05957,ictrp,NCT04502433,ClinicalTrials.gov,2,ictrp
tri05957,auto,EUCTR2020-002632-75,EudraCT,2,auto
tri05958,ictrp,NCT04502472,ClinicalTrials.gov,2,ictrp
tri05959,ictrp,NCT04502667,ClinicalTrials.gov,2,ictrp
tri05960,ictrp,NCT04503057,ClinicalTrials.gov,2,ictrp
tri05961,ictrp,NCT04503434,ClinicalTrials.gov,2,ictrp
tri05962,ictrp,NCT04503447,ClinicalTrials.gov,2,ictrp
tri05963,ictrp,NCT04503525,ClinicalTrials.gov,2,ictrp
tri05964,ictrp,NCT04504240,ClinicalTrials.gov,2,ictrp
tri05965,ictrp,NCT04504877,ClinicalTrials.gov,2,ictrp
tri05966,ictrp,NCT04505098,ClinicalTrials.gov,2,ictrp
tri05967,ictrp,NCT04505592,ClinicalTrials.gov,2,ictrp
tri05968,ictrp,NCT04505605,ClinicalTrials.gov,2,ictrp
tri05969,ictrp,NCT04505631,ClinicalTrials.gov,2,ictrp
tri05970,ictrp,NCT04505709,ClinicalTrials.gov,2,ictrp
tri05971,ictrp,NCT04505761,ClinicalTrials.gov,2,ictrp
tri05972,ictrp,NCT04505774,ClinicalTrials.gov,2,ictrp
tri05973,ictrp,NCT04506229,ClinicalTrials.gov,2,ictrp
tri05974,ictrp,NCT04506515,ClinicalTrials.gov,2,ictrp
tri05975,ictrp,NCT04506528,ClinicalTrials.gov,2,ictrp
tri05976,ictrp,NCT04506632,ClinicalTrials.gov,2,ictrp
tri05977,ictrp,NCT04507230,ClinicalTrials.gov,2,ictrp
tri05978,ictrp,NCT04507256,ClinicalTrials.gov,2,ictrp
tri05979,ictrp,NCT04507282,ClinicalTrials.gov,2,ictrp
tri05980,ictrp,NCT04507867,ClinicalTrials.gov,2,ictrp
tri05981,ictrp,NCT04507893,ClinicalTrials.gov,2,ictrp
