id,trn_extracted,dual_coded,timestamp_finished,incidental_screening,incidental_screening_changes,incidental_screening_comment,comments
tri03502,NCT04434248,TRUE,2021-11-22T21:19:07Z,NA,NA,NA,NA
tri03583,NCT04443270,TRUE,2021-11-22T21:19:23Z,NA,NA,NA,NA
tri05522,NCT04457349,TRUE,2021-11-22T21:19:49Z,NA,NA,NA,NA
tri05641,NCT04469621,TRUE,2021-11-22T21:20:20Z,NA,NA,NA,NA
tri05711,NCT04475588,TRUE,2022-09-09T12:46:44Z,NA,NA,NA,Full results preprint and journal article found via automated search of cross-registration CTRI/2020/05/024959 (tri01763)
tri05800,NCT04485169,TRUE,2021-11-22T21:21:06Z,NA,NA,NA,NA
tri06812,NCT04626089,TRUE,2021-11-22T21:21:21Z,NA,NA,NA,Withdrawn (Administrative decision of the company)
tri00031,ChiCTR2000029813,TRUE,2021-12-08T05:09:48Z,NA,NA,NA,NA
tri00047,ChiCTR2000029765,TRUE,2021-12-09T06:15:54Z,NA,NA,NA,Only able to access the abstract for the journal article
tri00085,ChiCTR2000029541,TRUE,2021-11-30T07:13:26Z,NA,NA,NA,NA
tri00091,ChiCTR2000029487,TRUE,2021-11-30T07:13:47Z,NA,NA,NA,NA
tri00092,ChiCTR2000029468,TRUE,2021-11-30T07:14:11Z,NA,NA,NA,NA
tri00102,ChiCTR2000029432,TRUE,2021-11-30T07:14:26Z,NA,NA,NA,NA
tri00115,ChiCTR2000030166,TRUE,2021-11-30T07:14:39Z,NA,NA,NA,NA
tri00132,ChiCTR2000030089,TRUE,2021-11-30T07:14:52Z,NA,NA,NA,NA
tri00159,ChiCTR2000030007,TRUE,2021-11-30T07:15:16Z,NA,NA,NA,NA
tri00171,ChiCTR2000029990,TRUE,2021-12-08T05:12:16Z,NA,NA,NA,NA
tri00178,ChiCTR2000029972,TRUE,2021-12-09T06:28:01Z,NA,NA,NA,NA
tri00185,ChiCTR2000029851,TRUE,2021-12-08T05:14:58Z,NA,NA,NA,NA
tri00235,ChiCTR2000030255,TRUE,2021-11-30T07:16:37Z,NA,NA,NA,NA
tri00244,ChiCTR2000030196,TRUE,2021-11-30T07:16:54Z,NA,NA,NA,NA
tri00299,ChiCTR2000030481,TRUE,2021-12-09T06:31:22Z,TRUE,FALSE,"Might be withdrawn, http://doi.org/10.1001/jama.2020.17023",NA
tri00305,ChiCTR2000030471,TRUE,2021-11-30T07:17:34Z,NA,NA,NA,NA
tri00343,ChiCTR2000030864,TRUE,2021-12-08T05:18:01Z,NA,NA,NA,NA
tri00373,ChiCTR2000030810,TRUE,2021-12-10T08:10:00Z,NA,NA,NA,NA
tri00392,ChiCTR2000030773,TRUE,2021-12-08T05:19:53Z,NA,NA,NA,NA
tri00418,ChiCTR2000030718,TRUE,2021-12-09T06:34:07Z,NA,NA,NA,NA
tri00507,ChiCTR2000030939,TRUE,2021-11-30T07:18:42Z,NA,NA,NA,NA
tri00582,ChiCTR2000031204,TRUE,2021-11-30T07:18:57Z,NA,NA,NA,NA
tri00590,ChiCTR2000030940,TRUE,2021-11-30T07:19:12Z,NA,NA,NA,NA
tri00601,ChiCTR2000030028,TRUE,2021-11-30T07:19:26Z,NA,NA,NA,NA
tri00805,ACTRN12620000472976,TRUE,2022-02-07T04:17:52Z,NA,NA,NA,Primary outcome is 'Patient comfort and tolerability' not COVID
tri00822,ChiCTR2000031944,TRUE,2021-11-30T07:19:47Z,NA,NA,NA,NA
tri01258,ChiCTR2000032456,TRUE,2021-11-30T07:20:03Z,NA,NA,NA,NA
tri01596,ChiCTR2000030262,TRUE,2022-03-02T06:23:29Z,NA,NA,NA,Same registration for both a pilot and main study. 10.1016/j.eclinm.2020.100478 coded as interim results since just pilot and primary outcome of safety. 10.1016/j.eclinm.2020.100547 coded as full results sinnce reports results from main study and efficacy primary outcome ('time until a viral RNA negative conversion').
tri02845,IRCT20200523047550N1,TRUE,2021-11-30T07:20:57Z,NA,NA,NA,NA
tri00232,ChiCTR2000030259,TRUE,2021-12-09T06:29:38Z,NA,NA,NA,NA
tri03933,ACTRN12620000786998,TRUE,2021-11-30T07:21:19Z,NA,NA,NA,NA
tri03934,ACTRN12620000795998,TRUE,2021-11-30T07:21:28Z,NA,NA,NA,NA
tri01651,IRCT20200404046937N2,TRUE,2021-11-30T07:21:50Z,NA,NA,NA,can not open this (from TRN Google): https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwj-xP_V_r30AhXqSvEDHVehA_4QFnoECBgQAQ&url=https%3A%2F%2Fwww.medrxiv.org%2Fhighwire%2Ffilestream%2F81619%2Ffield_highwire_adjunct_files%2F1%2F2020.05.14.20101758-2.txt&usg=AOvVaw1iwGXLETMO9JCXAT4PeFVY
tri03988,ACTRN12620000840987,TRUE,2022-05-16T09:48:34Z,NA,NA,NA,primary outcomes: Safety and tolerability of MSC - collected CRP and D-dimer but in the context of safety (primary outcome 3). All efficacy outcomes were secondary.
tri01988,ISRCTN44152751,TRUE,2022-03-02T06:14:58Z,TRUE,TRUE,"Tweet by study lead indicates 'The planned randomized trial of reopening of schools in Norway isn't happening, but we will publish the protocol after ethical approval, hoping that other countries can make use of it.': https://twitter.com/atlefretheim/status/1258725059071545346 -> We decided to update screening decision since announcement of withdrawal by trial lead (although not in publication, but by trial lead, not a secondary source such as a review)","Tweet by study lead indicates 'The planned randomized trial of reopening of schools in Norway isn't happening, but we will publish the protocol after ethical approval, hoping that other countries can make use of it.': https://twitter.com/atlefretheim/status/1258725059071545346 -> We decided to update screening decision since announcement of withdrawal by trial lead (although not in publication, but by trial lead, not a secondary source such as a review)"
tri00287,ChiCTR2000030522,TRUE,2021-11-30T07:22:30Z,NA,NA,NA,NA
tri04394,IRCT20201012049010N1,TRUE,2022-02-07T04:22:01Z,NA,NA,NA,Primary outcomes include blood oxygen
tri02908,RPCEC00000307,TRUE,2021-12-09T05:21:02Z,NA,NA,NA,"10.1101/2020.07.29.20164251 is 'preliminary results': 'After a preliminary exploratory analysis of the outcomes of the first 79 patients, the monitoring board considered a preliminary report and early publication of the RT-PCR results from the 63 patients with available throat swabs, due to the significant effect of HeberFERON on the reduction of the time to viral clearance. The trial finally included 134 patients from whom samples are now in the process of data collection for definitive processes and analysis.'\nPress release probably of same study: https://temas.sld.cu/coronavirus/2021/10/26/confirma-cigb-la-superioridad-del-heberferon-en-la-negativizacion-del-sars-cov-2/"
tri04436,RPCEC00000321,TRUE,2022-02-10T05:57:33Z,NA,NA,NA,NA
tri04437,RPCEC00000322,TRUE,2021-12-08T05:34:27Z,NA,NA,NA,Treatment of lung lesions with autologous stem cells in patients RECOVERED from COVID-19 (COVID-19)
tri04459,TCTR20200819003,TRUE,2021-11-30T07:23:35Z,NA,NA,NA,NA
tri04481,JPRN-UMIN000040744,TRUE,2021-12-10T06:26:06Z,NA,NA,NA,"measuring antibodies = observational study??\n&quot;We examine how many patients without any clinical symptoms related to SARS-CoV-2 have NP antibody. In addition, we will examine the relationship between NP antibody and neutralizing activity in patients with subclinical infections by conducting antibody tests over time.&quot;"
tri04482,JPRN-UMIN000041421,TRUE,2022-03-02T06:04:21Z,NA,NA,NA,observational study using fitbit
tri04593,CTRI/2020/06/025523,TRUE,2021-11-30T07:24:15Z,NA,NA,NA,NA
tri04599,CTRI/2020/06/025556,TRUE,2021-11-30T07:24:30Z,NA,NA,NA,NA
tri04660,CTRI/2020/06/025977,TRUE,2022-02-10T06:00:52Z,NA,NA,NA,Summary results added to 'Brief Summary' but do NOT meet minimum ICTRP standard so count as 'other'\nPublication does not seems to be planned per the registry on 2021-11-30: 'No any publication planned yet.'\nFound result publication for related trial (CTRI/2020/05/025161): 10.1016/j.conctc.2021.100755
tri04733,CTRI/2020/07/026433,TRUE,2021-11-30T07:25:07Z,NA,NA,NA,NA
tri04853,CTRI/2020/08/026999,TRUE,2021-11-30T07:25:18Z,NA,NA,NA,NA
tri04882,CTRI/2020/08/027061,TRUE,2021-11-30T07:25:31Z,NA,NA,NA,NA
tri05242,ISRCTN31062548,TRUE,2021-11-30T07:26:35Z,NA,NA,NA,NA
tri05251,ChiCTR2000038255,TRUE,2021-12-09T05:33:50Z,NA,NA,NA,"Unclear whether simply observational (survey, interview) or interventional (grief training) based on description; we decide to count as interventional: 'This project is a multi-perspective and multi-level systematic study. Using questionnaire assessments, structured interviews and action research to investigate the competence of counselors, and the psychological status of the bereaved people in China. Then developing professional grief training programs for the counselors and professional grief intervention for the bereaved.'"
tri00534,NCT04254874,TRUE,2021-12-10T08:11:38Z,NA,NA,NA,NA
tri00536,NCT04261270,TRUE,2021-11-30T07:27:06Z,NA,NA,NA,NA
tri00007,NCT04261907,TRUE,2022-03-02T06:05:15Z,NA,NA,NA,NA
tri00537,NCT04263402,TRUE,2021-11-30T07:27:28Z,NA,NA,NA,NA
tri00473,NCT04264533,TRUE,2021-12-08T05:22:21Z,NA,NA,NA,"Terminated (the study was started in the second half of the outbreak, and the number of qualifying COVID-19 patients decreased with the control of the epidemic so that we had to stop our trial before reaching the predefined sample size.)"
tri00108,NCT04268537,TRUE,2021-11-30T07:28:01Z,NA,NA,NA,same authors but different sample size? https://pubmed.ncbi.nlm.nih.gov/33208294/
tri00192,NCT04273581,TRUE,2021-11-30T07:28:32Z,NA,NA,NA,NA
tri00654,NCT04275414,TRUE,2021-12-08T05:24:53Z,NA,NA,NA,NA
tri00896,NCT04276688,TRUE,2021-12-09T06:54:48Z,NA,NA,NA,NA
tri00265,NCT04276987,TRUE,2021-11-30T07:29:50Z,NA,NA,NA,NA
tri00738,NCT04310228,TRUE,2021-12-09T06:44:41Z,NA,NA,NA,NA
tri00900,NCT04315896,TRUE,2021-12-08T05:27:58Z,NA,NA,NA,NA
tri00609,NCT04319900,TRUE,2021-11-30T07:30:44Z,NA,NA,NA,NA
tri00660,NCT04324528,TRUE,2021-12-09T06:43:04Z,NA,NA,NA,Primary Outcome: interleukin-6 (IL-6) level after 72 hours [ Time Frame: 72 hours ]
tri02327,NCT04328467,TRUE,2021-12-08T05:40:51Z,NA,NA,NA,NA
tri01098,NCT04332380,TRUE,2021-12-11T00:40:39Z,NA,NA,NA,NA
tri03294,NCT04332991,TRUE,2021-12-01T09:39:54Z,NA,NA,NA,NA
tri00762,NCT04334005,TRUE,2021-11-30T07:31:49Z,NA,NA,NA,NA
tri00921,NCT04334044,TRUE,2021-11-30T07:32:05Z,NA,NA,NA,NA
tri00767,NCT04336462,TRUE,2021-11-30T07:32:18Z,NA,NA,NA,NA
tri00787,NCT04339660,TRUE,2022-02-10T05:15:03Z,NA,NA,NA,NA
tri03037,NCT04343651,TRUE,2022-01-31T09:37:44Z,NA,NA,NA,NA
tri00948,NCT04344236,TRUE,2021-11-30T07:32:50Z,NA,NA,NA,NA
tri05351,NCT04344379,TRUE,2021-11-30T07:33:14Z,NA,NA,NA,NA
tri05352,NCT04344665,TRUE,2021-11-30T07:33:34Z,NA,NA,NA,"Does not seem to be a covid trial, but rather that covid was added as a secondary outcome measure"
tri00962,NCT04345523,TRUE,2022-10-06T08:09:27Z,NA,NA,NA,"Preprint (10.1101/2020.08.26.20182444) coded as interim since stopped 2020-07-10 due to decrease in COVID, then restarted data collection and article (10.1172/JCI152740) includes patients through 2021-02-05."
tri03042,NCT04345861,TRUE,2021-11-30T07:34:15Z,NA,NA,NA,Terminated (halted prematurely.)\n
tri00973,NCT04346329,TRUE,2021-11-30T07:34:24Z,NA,NA,NA,NA
tri00975,NCT04346368,TRUE,2021-11-30T07:34:38Z,NA,NA,NA,NA
tri01806,NCT04347915,TRUE,2021-11-30T07:34:59Z,NA,NA,NA,NA
tri03311,NCT04347954,TRUE,2021-12-10T06:20:51Z,NA,NA,NA,NA
tri05359,NCT04349592,TRUE,2021-12-08T05:14:25Z,NA,NA,NA,NA
tri01289,NCT04349631,TRUE,2021-11-30T07:35:39Z,NA,NA,NA,NA
tri01003,NCT04350671,TRUE,2021-12-10T06:08:25Z,NA,NA,NA,NA
tri01004,NCT04350684,TRUE,2021-12-10T06:09:46Z,NA,NA,NA,NA
tri01125,NCT04352608,TRUE,2022-03-01T05:45:29Z,NA,NA,NA,"we choose to include 10.1016/S1473-3099(20)30843-4 as full result journal article, because all patients and almost all outcomes are reported except the secondary: Other secondary endpoints are listed in the appendix 2 (p 4), including 6 month outcomes that are not available yet, which will be reported elsewhere."
tri03319,NCT04353674,TRUE,2021-11-30T07:36:54Z,NA,NA,NA,"Study completion not yet reached, no full search"
tri03052,NCT04355351,TRUE,2021-12-01T09:25:13Z,NA,NA,NA,NA
tri02465,NCT04357340,TRUE,2021-12-08T05:30:40Z,NA,NA,NA,NA
tri01903,NCT04357457,TRUE,2021-11-30T07:37:35Z,NA,NA,NA,NA
tri02111,NCT04358081,TRUE,2022-02-02T09:25:29Z,NA,NA,NA,The study was terminated but it looks like there was enrollment: https://www.novartis.com/news/media-releases/novartis-discontinues-hydroxychloroquine-clinical-trial-based-slow-enrollment-remains-comm
tri05372,NCT04359303,TRUE,2021-11-30T07:37:57Z,NA,NA,NA,NA
tri01182,NCT04360356,TRUE,2021-11-30T07:38:11Z,NA,NA,NA,NA
tri02338,NCT04362059,TRUE,2021-11-30T07:38:31Z,NA,NA,NA,NA
tri03341,NCT04362332,TRUE,2021-12-08T05:16:51Z,NA,NA,NA,"terminated with 25 patients: https://www.umcutrecht.nl/en/over-ons/nieuws/infection-and-immunity/jun-10-dutch-study-into-anti-malarial-drug-against-covid-19-discontinued\n\nTerminated (Currently, almost no patients admitted to Dutch hospitals. If any effect of HCQ is to be expected we need more than 1000 inclusions)"
tri01311,NCT04363060,TRUE,2021-11-30T07:39:21Z,NA,NA,NA,NA
tri01911,NCT04364802,TRUE,2021-11-30T07:39:45Z,NA,NA,NA,the registry entry is only a review (https://clinicaltrials.gov/ct2/bye/rQoPWwoRrXS9-i-wudNgpQDxudhWudNzlXNiZip9Ei7ym67VZRFnxRFBxg45A6h9Ei4L3BUgWwNG0it.)
tri03349,NCT04364893,TRUE,2021-12-01T09:43:51Z,NA,NA,NA,NA
tri03350,NCT04365101,TRUE,2022-01-31T09:39:32Z,NA,NA,NA,NA
tri02116,NCT04365153,TRUE,2021-12-10T06:16:27Z,NA,NA,NA,NA
tri01315,NCT04365309,TRUE,2021-11-30T07:40:32Z,NA,NA,NA,NA
tri01812,NCT04366271,TRUE,2021-11-30T07:40:53Z,NA,NA,NA,NA
tri01332,NCT04366908,TRUE,2021-12-08T05:36:02Z,NA,NA,NA,NA
tri01341,NCT04367636,TRUE,2021-11-30T07:41:15Z,NA,NA,NA,NA
tri02121,NCT04368845,TRUE,2021-11-30T07:41:25Z,NA,NA,NA,rehabilitation study
tri03357,NCT04368923,TRUE,2021-11-30T07:41:48Z,NA,NA,NA,"primary outcomes related to 'arterial blood gases (abg)'\nResults publication (10.2196/23446) does not provide enrollment date or clear follow-up time (aside from CT scan 14 days after last treatment, but unclear how many treatments; also additional self-monitoring)"
tri01363,NCT04369274,TRUE,2022-02-05T04:10:45Z,NA,NA,NA,NA
tri05383,NCT04371107,TRUE,2021-11-30T07:42:06Z,NA,NA,NA,NA
tri01452,NCT04371965,TRUE,2022-02-10T05:44:45Z,NA,NA,NA,NA
tri02960,NCT04372017,TRUE,2021-11-30T07:42:41Z,NA,NA,NA,NA
tri01459,NCT04372680,TRUE,2022-01-26T16:48:55Z,NA,NA,[Left blank],Primary outcome is time on ventilation: 'Delay from the start of Mechanical Ventilation weaning process to extubation'
tri02345,NCT04373200,TRUE,2021-11-30T07:42:56Z,NA,NA,NA,No intervention; only collection blood and saliva samples to analyze antibodies
tri01536,NCT04374942,TRUE,2021-11-30T07:43:26Z,NA,NA,NA,"Terminated (Due to unproven issues associated with hydroxychloroquine use and safety, further complicated by media and political misinformation which in effect rendered all global studies on HCQ to stop enrolling participants.)"
tri03065,NCT04375098,TRUE,2021-12-10T05:17:01Z,NA,NA,NA,NA
tri02040,NCT04375124,TRUE,2021-11-30T07:43:55Z,NA,NA,NA,NA
tri02261,NCT04379375,TRUE,2022-02-07T04:18:21Z,NA,NA,NA,Primary outcome is handwashing behavior not covid
tri01826,NCT04380376,TRUE,2021-11-30T07:44:14Z,NA,NA,NA,NA
tri01583,NCT04380519,TRUE,2021-11-30T07:44:35Z,NA,NA,NA,non-english: https://www.clinvest.ru/jour/article/view/530
tri01834,NCT04380935,TRUE,2021-11-30T07:44:49Z,NA,NA,NA,NA
tri01837,NCT04381052,TRUE,2021-12-08T05:25:08Z,NA,NA,NA,adverse events
tri02590,NCT04382066,TRUE,2022-03-02T06:06:43Z,NA,NA,NA,"Safety primary outcomes so excluded. Preprint from Cochrane here: https://www.medrxiv.org/content/10.1101/2021.05.25.21257505v1 and registry results here: https://clinicaltrials.gov/ct2/show/results/NCT04382066. Couldn't find any full article. Searched:  Vicente Estrada AND Covid, Plitidepsin AND Covid, Jose Barberan AND Covid, and title of preprint."
tri02591,NCT04382950,TRUE,2021-11-30T07:45:10Z,NA,NA,NA,NA
tri03213,NCT04383535,TRUE,2021-12-08T05:18:50Z,NA,NA,NA,NA
tri02478,NCT04385849,TRUE,2021-11-30T07:45:36Z,NA,NA,NA,NA
tri02133,NCT04386447,TRUE,2021-11-30T07:45:42Z,NA,NA,NA,NA
tri03074,NCT04386694,TRUE,2022-02-10T05:23:46Z,NA,NA,NA,NA
tri01976,NCT04390178,TRUE,2021-11-30T07:46:16Z,NA,NA,NA,NA
tri05401,NCT04392115,TRUE,2021-11-30T07:46:26Z,NA,NA,NA,NA
tri02598,NCT04392414,TRUE,2021-12-08T05:45:39Z,NA,NA,NA,russian: https://cyberleninka.ru/article/n/predvaritelnye-itogi-issledovaniya-bezopasnosti-i-effektivnosti-plazmy-rekonvalestsentov-v-terapii-covid-19
tri03402,NCT04392973,TRUE,2021-12-01T09:46:30Z,NA,NA,NA,NA
tri02151,NCT04393818,TRUE,2021-11-30T07:46:58Z,NA,NA,NA,NA
tri02085,NCT04394169,TRUE,2021-11-30T07:47:05Z,NA,NA,NA,NA
tri02155,NCT04394403,TRUE,2021-11-30T07:47:13Z,NA,NA,NA,NA
tri02600,NCT04394416,TRUE,2021-11-30T07:47:27Z,NA,NA,NA,NA
tri02157,NCT04394442,TRUE,2021-11-30T07:47:36Z,NA,NA,NA,NA
tri03221,NCT04394455,TRUE,2021-11-30T07:47:44Z,NA,NA,NA,NA
tri03085,NCT04395170,TRUE,2021-11-30T07:47:56Z,NA,NA,NA,NA
tri05405,NCT04395599,TRUE,2021-12-09T05:35:30Z,NA,NA,NA,Measuring COVID in air during planned surgery (no intervention)
tri02188,NCT04398303,TRUE,2021-11-30T07:48:12Z,NA,NA,NA,NA
tri02281,NCT04399681,TRUE,2021-11-30T07:48:20Z,NA,NA,NA,evaluation of diagnostic device
tri02603,NCT04400279,TRUE,2021-11-30T07:48:27Z,NA,NA,NA,NA
tri03419,NCT04402866,TRUE,2021-12-08T05:37:11Z,NA,NA,NA,NA
tri02386,NCT04405999,TRUE,2021-12-08T05:23:49Z,NA,NA,NA,NA
tri02497,NCT04407182,TRUE,2021-12-10T06:18:26Z,NA,NA,NA,NA
tri02499,NCT04407208,TRUE,2021-12-08T05:22:35Z,NA,NA,NA,NA
tri02546,NCT04412343,TRUE,2021-11-30T07:49:58Z,NA,NA,NA,NA
tri02978,NCT04412356,TRUE,2022-02-10T05:19:49Z,NA,NA,NA,NA
tri02619,NCT04412538,TRUE,2021-12-08T05:50:00Z,NA,NA,NA,NA
tri02624,NCT04413006,TRUE,2021-11-30T07:50:26Z,NA,NA,NA,NA
tri02629,NCT04413968,TRUE,2021-12-10T06:19:23Z,NA,NA,NA,observational
tri02991,NCT04418531,TRUE,2021-11-30T07:50:47Z,NA,NA,NA,NA
tri02654,NCT04418947,TRUE,2021-11-30T07:50:58Z,NA,NA,NA,NA
tri03001,NCT04420390,TRUE,2022-01-31T09:31:20Z,NA,NA,NA,https://www.redjournal.org/article/S0360-3016(21)01303-1/fulltext is considered a full result because it provides all the information needed even as abstract
tri05423,NCT04422977,TRUE,2021-11-30T07:51:17Z,NA,NA,NA,diagnostic measurement
tri03122,NCT04424797,TRUE,2021-11-30T07:51:41Z,NA,NA,NA,NA
tri03249,NCT04429711,TRUE,2021-12-01T09:27:29Z,NA,NA,NA,NA
tri03252,NCT04429828,TRUE,2021-11-30T07:51:57Z,NA,NA,NA,NA
tri03253,NCT04429867,TRUE,2021-11-30T07:52:12Z,NA,NA,NA,NA
tri03261,NCT04431466,TRUE,2021-12-08T05:17:46Z,NA,NA,NA,NA
tri03265,NCT04432324,TRUE,2021-11-30T07:52:40Z,NA,NA,NA,NA
tri03514,NCT04435314,TRUE,2021-11-30T07:52:54Z,NA,NA,NA,NA
tri03556,NCT04441385,TRUE,2021-11-30T07:53:08Z,NA,NA,NA,NA
tri03557,NCT04441398,TRUE,2021-11-30T07:53:18Z,NA,NA,NA,NA
tri03565,NCT04441996,TRUE,2021-12-08T05:35:23Z,NA,NA,NA,NA
tri03567,NCT04442152,TRUE,2021-11-30T07:53:38Z,NA,NA,NA,NA
tri03569,NCT04442178,TRUE,2021-12-10T06:21:49Z,NA,NA,NA,NA
tri03579,NCT04442958,TRUE,2021-12-10T06:22:41Z,NA,NA,NA,NA
tri03631,NCT04445935,TRUE,2021-11-30T07:54:16Z,NA,NA,NA,NA
tri05445,NCT04449965,TRUE,2021-11-30T07:54:44Z,NA,NA,NA,NA
tri05461,NCT04452435,TRUE,2022-09-09T12:40:21Z,NA,NA,NA,NA
tri05496,NCT04454307,TRUE,2021-12-10T06:27:03Z,NA,NA,NA,NA
tri05502,NCT04455308,TRUE,2021-11-30T07:55:20Z,NA,NA,NA,NA
tri05512,NCT04456088,TRUE,2021-11-30T07:55:37Z,NA,NA,NA,NA
tri05515,NCT04456361,TRUE,2021-11-30T07:55:54Z,NA,NA,NA,NA
tri05523,NCT04457388,TRUE,2021-12-09T05:36:33Z,NA,NA,NA,NA
tri05554,NCT04460027,TRUE,2021-11-30T07:56:57Z,NA,NA,NA,NA
tri05582,NCT04463420,TRUE,2021-11-30T07:59:04Z,NA,NA,NA,NA
tri05589,NCT04463849,TRUE,2021-12-06T09:17:03Z,NA,NA,NA,NA
tri05599,NCT04465604,TRUE,2021-11-30T07:59:34Z,NA,NA,NA,NA
tri05609,NCT04466605,TRUE,2021-11-30T07:59:43Z,NA,NA,NA,NA
tri05650,NCT04470531,TRUE,2021-11-30T07:59:56Z,NA,NA,NA,NA
tri05657,NCT04470739,TRUE,2021-12-09T05:37:34Z,NA,NA,NA,NA
tri05682,NCT04473248,TRUE,2021-12-08T05:11:04Z,NA,NA,NA,NA
tri05709,NCT04475562,TRUE,2021-11-30T08:01:53Z,NA,NA,NA,diagnosis not treatment/prevention
tri05710,NCT04475575,TRUE,2021-12-01T05:35:09Z,NA,NA,NA,Diagnostic
tri05728,NCT04477083,TRUE,2021-11-30T08:02:14Z,NA,NA,NA,NA
tri05735,NCT04477954,TRUE,2021-11-30T08:02:31Z,NA,NA,NA,NA
tri05790,NCT04483830,TRUE,2022-09-09T12:57:17Z,NA,NA,NA,Results found via cross-registration: ISRCTN59048638 (tri02657)
tri05795,NCT04484207,TRUE,2021-11-30T08:02:57Z,NA,NA,NA,NA
tri05796,NCT04484493,TRUE,2021-11-30T08:03:17Z,NA,NA,NA,anosmia
tri05807,NCT04486313,TRUE,2022-02-02T09:37:35Z,NA,NA,NA,NA
tri05836,NCT04488796,TRUE,2021-11-30T08:03:35Z,NA,NA,NA,NA
tri05837,NCT04489446,TRUE,2021-12-10T05:21:04Z,NA,NA,NA,NA
tri05855,NCT04491994,TRUE,2021-12-10T05:22:23Z,NA,NA,NA,NA
tri05864,NCT04492410,TRUE,2021-11-30T08:04:08Z,NA,NA,NA,NA
tri05877,NCT04494204,TRUE,2022-09-09T12:59:27Z,NA,NA,NA,Press release about cross-registration CTRI/2020/08/026957 (tri04843): https://www.prnewswire.co.uk/news-releases/ayurvedic-remedy-outperforms-pharmaceuticals-in-coronavirus-comparative-clinical-trial-841491919.html
tri05883,NCT04494867,TRUE,2022-02-10T06:44:35Z,NA,NA,NA,NA
tri05913,NCT04497623,TRUE,2021-11-30T08:04:42Z,NA,NA,NA,NA
tri05927,NCT04498442,TRUE,2021-11-30T08:04:51Z,NA,NA,NA,NA
tri05965,NCT04504877,TRUE,2021-11-30T08:04:58Z,NA,NA,NA,NA
tri06018,NCT04512027,TRUE,2021-12-10T05:24:18Z,NA,NA,NA,NA
tri06075,NCT04519385,TRUE,2021-12-08T05:08:32Z,NA,NA,NA,NA
tri06095,NCT04522492,TRUE,2021-11-30T08:05:38Z,NA,NA,NA,NA
tri06135,NCT04527354,TRUE,2021-12-06T09:25:26Z,NA,NA,NA,NA
tri06201,NCT04534790,TRUE,2021-11-30T08:05:55Z,NA,NA,NA,NA
tri06203,NCT04535063,TRUE,2022-04-26T07:45:37Z,NA,NA,NA,result http://www.medicinabuenosaires.com/PMID/33481727.pdf is not fully available in English
tri06232,NCT04537663,TRUE,2021-11-30T08:06:34Z,NA,NA,NA,NA
tri06234,NCT04537858,TRUE,2021-12-06T09:26:45Z,NA,NA,NA,NA
tri06250,NCT04540419,TRUE,2021-11-30T08:07:03Z,NA,NA,NA,NA
tri06303,NCT04547283,TRUE,2021-12-10T05:27:02Z,NA,NA,NA,NA
tri06348,NCT04555148,TRUE,2021-11-30T08:07:29Z,NA,NA,NA,NA
tri06423,NCT04567810,TRUE,2021-11-30T08:07:56Z,NA,NA,NA,NA
tri06434,NCT04568356,TRUE,2021-12-09T04:11:53Z,NA,NA,NA,NA
tri06446,NCT04569188,TRUE,2021-12-10T06:32:12Z,NA,NA,NA,NA
tri06461,NCT04570488,TRUE,2021-12-10T08:13:29Z,NA,NA,NA,NA
tri06540,NCT04583449,TRUE,2021-11-30T08:08:38Z,NA,NA,NA,primary outcome: Face covering wearing consistency
tri06601,NCT04592835,TRUE,2021-11-30T08:08:52Z,NA,NA,NA,Primary Outcome: Incidence of Treatment-Emergent Adverse Events
tri06629,NCT04596839,TRUE,2021-11-30T08:09:12Z,NA,NA,NA,NA
tri06664,NCT04602884,TRUE,2021-11-30T08:09:27Z,NA,NA,NA,NA
tri06674,NCT04603794,TRUE,2021-11-30T08:09:52Z,NA,NA,NA,NA
tri06676,NCT04603963,TRUE,2021-11-30T08:10:10Z,NA,NA,NA,primary outcome: espiratory muscle training appears to impact functionality
tri06760,NCT04617483,TRUE,2021-12-06T09:28:42Z,NA,NA,NA,Immunogenicity and safety outcomes
tri06795,NCT04623385,TRUE,2021-11-30T08:10:27Z,NA,NA,NA,NA
tri06828,NCT04629157,TRUE,2021-12-08T05:06:48Z,NA,NA,NA,NA
tri06876,NCT04636333,TRUE,2021-12-06T09:29:44Z,NA,NA,NA,phase 1 safety outcomes
tri06902,NCT04642326,TRUE,2022-02-10T05:41:19Z,NA,NA,NA,NA
tri03208,NCT04370262,TRUE,2021-11-30T08:11:04Z,NA,NA,NA,NA
tri03394,NCT04388826,TRUE,2021-11-30T08:11:56Z,NA,NA,NA,Registry results submitted but not posted: https://clinicaltrials.gov/ct2/show/results/NCT04388826
tri03496,NCT04433546,TRUE,2021-11-30T08:12:11Z,NA,NA,NA,NA
tri07007,NCT04555096,TRUE,2021-12-10T06:36:36Z,NA,NA,NA,NA
tri07010,NCT04559113,TRUE,2021-11-30T08:12:33Z,NA,NA,NA,NA
tri07011,NCT04560205,TRUE,2021-11-30T08:13:05Z,NA,NA,NA,NA
tri07029,NCT04583189,TRUE,2021-12-01T09:44:43Z,NA,NA,NA,NA
tri07082,NCT04648800,TRUE,2021-11-30T08:13:28Z,NA,NA,NA,NA
tri07162,NCT04659772,TRUE,2021-12-08T05:05:57Z,NA,NA,NA,adverse events
