id,trn,type,control_type,placebo_plus_soc,category,intervention,intervention_plus_soc
tri02543,NCT04411680,control,undefined_soc,NA,NA,NA,NA
tri02325,NCT04327206,experimental,NA,NA,vaccine_non_covid,BCG Vaccine,no
tri02325,NCT04327206,control,placebo,no,NA,NA,NA
tri01816,NCT04375046,experimental,NA,NA,drug,Recombinant Bacterial ACE2 Receptors,undefined_soc
tri01816,NCT04375046,control,undefined_soc,NA,NA,NA,NA
tri00755,NCT04331665,experimental,NA,NA,drug,Ruxolitinib,no
tri06620,NCT04595136,experimental,NA,NA,drug,COVID19-0001-USR,no
tri06620,NCT04595136,control,placebo,defined_soc,NA,NA,NA
tri05533,NCT04458519,experimental,NA,NA,other,Probiorinse,no
tri05533,NCT04458519,control,placebo,no,NA,NA,NA
tri01168,NCT04359095,experimental,NA,NA,drug,Emtricitabine;Tenofovir,no
tri01168,NCT04359095,experimental,NA,NA,drug,Colchicine;Rosuvatatin,no
tri01168,NCT04359095,experimental,NA,NA,drug,Colchicine;Emtricitabine;Tenofovir;Rosuvatatin,no
tri01168,NCT04359095,control,undefined_soc,NA,NA,NA,NA
tri03334,NCT04358549,experimental,NA,NA,drug,Favipiravir,undefined_soc
tri03334,NCT04358549,control,undefined_soc,NA,NA,NA,NA
tri05350,NCT04340557,experimental,NA,NA,drug,Losartan,undefined_soc
tri05350,NCT04340557,control,undefined_soc,NA,NA,NA,NA
tri02091,NCT04306393,experimental,NA,NA,drug,Nitric Oxide Gas Gas,no
tri02091,NCT04306393,control,no_treatment,NA,NA,NA,NA
tri04114,ISRCTN10197987,experimental,NA,NA,drug,Chlorhexidine (CHX);Hydrogen peroxide,no
tri04114,ISRCTN10197987,control,undefined_soc,NA,NA,NA,NA
tri00810,ACTRN12620000478910,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri00810,ACTRN12620000478910,control,undefined_soc,NA,NA,NA,NA
tri02287,NCT04400799,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri02287,NCT04400799,control,no_treatment,NA,NA,NA,NA
tri01279,NCT04328480,experimental,NA,NA,drug,Colchicine,undefined_soc
tri01279,NCT04328480,control,undefined_soc,NA,NA,NA,NA
tri01155,NCT04357808,experimental,NA,NA,biologics,Sarilumab,undefined_soc
tri01155,NCT04357808,control,undefined_soc,NA,NA,NA,NA
tri01350,NCT04368156,experimental,NA,NA,device,Vagus nerve stimulation,no
tri01350,NCT04368156,control,no_treatment,NA,NA,NA,NA
tri06059,NCT04517162,experimental,NA,NA,drug,Collagen-Polyvinylpyrrolidone,no
tri06059,NCT04517162,control,placebo,no,NA,NA,NA
tri02583,NCT04361838,experimental,NA,NA,other,Prayer,undefined_soc
tri02583,NCT04361838,control,undefined_soc,NA,NA,NA,NA
tri05514,NCT04456153,experimental,NA,NA,drug,Atovaquone,undefined_soc
tri05514,NCT04456153,control,placebo,undefined_soc,NA,NA,NA
tri06189,NCT04533347,experimental,NA,NA,drug,Tafenoquine,no
tri06189,NCT04533347,control,placebo,no,NA,NA,NA
tri02130,NCT04384445,experimental,NA,NA,biologics,Zofin (Organicell Flow),undefined_soc
tri02130,NCT04384445,control,placebo,undefined_soc,NA,NA,NA
tri06256,NCT04541979,experimental,NA,NA,drug,aerosolized DNase,no
tri06256,NCT04541979,control,placebo,no,NA,NA,NA
tri06845,NCT04632043,experimental,NA,NA,procedure,Intubation (Any),no
tri06845,NCT04632043,experimental,NA,NA,procedure,Intubation (Any),no
tri03049,NCT04351152,experimental,NA,NA,biologics,Lenzilumab,defined_soc
tri03049,NCT04351152,control,defined_soc,NA,NA,NA,NA
tri01856,NCT04382755,experimental,NA,NA,drug,Zilucoplan,undefined_soc
tri01856,NCT04382755,control,undefined_soc,NA,NA,NA,NA
tri02589,NCT04382040,experimental,NA,NA,nutritional_supplement,ArtemiC,undefined_soc
tri02589,NCT04382040,control,placebo,undefined_soc,NA,NA,NA
tri02284,NCT04400058,experimental,NA,NA,biologics,Immunoglobulin,no
tri02284,NCT04400058,control,placebo,no,NA,NA,NA
tri03454,NCT04420741,experimental,NA,NA,drug,Iloprost,no
tri03454,NCT04420741,control,placebo,no,NA,NA,NA
tri05964,NCT04504240,experimental,NA,NA,drug,Famotidine,no
tri05964,NCT04504240,control,undefined_soc,NA,NA,NA,NA
tri00992,NCT04348461,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri00992,NCT04348461,control,undefined_soc,NA,NA,NA,NA
tri01485,NCT04326790,experimental,NA,NA,drug,Colchicine,undefined_soc
tri01485,NCT04326790,control,undefined_soc,NA,NA,NA,NA
tri06014,NCT04511819,experimental,NA,NA,drug,Losmapimod,no
tri06014,NCT04511819,control,placebo,no,NA,NA,NA
tri00897,NCT04280224,experimental,NA,NA,biologics,NK cells,undefined_soc
tri00897,NCT04280224,control,undefined_soc,NA,NA,NA,NA
tri03316,NCT04353180,experimental,NA,NA,drug,Retinoic acid (Any),undefined_soc
tri03316,NCT04353180,experimental,NA,NA,drug,Retinoic acid (Any),undefined_soc
tri03316,NCT04353180,experimental,NA,NA,drug,Retinoic acid (Any),no
tri03316,NCT04353180,experimental,NA,NA,drug,Retinoic acid (Any),no
tri03316,NCT04353180,control,undefined_soc,NA,NA,NA,NA
tri02951,NCT04357444,experimental,NA,NA,drug,Interleukin-2,no
tri02951,NCT04357444,control,placebo,no,NA,NA,NA
tri01974,NCT04390139,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri01974,NCT04390139,control,placebo,undefined_soc,NA,NA,NA
tri03046,NCT04347239,experimental,NA,NA,biologics,Leronlimab,no
tri03046,NCT04347239,control,placebo,no,NA,NA,NA
tri02968,NCT04395807,experimental,NA,NA,device,CPAP,no
tri02968,NCT04395807,experimental,NA,NA,device,High flow nasal cannula,no
tri05547,NCT04459676,experimental,NA,NA,drug,ANG-3777,undefined_soc
tri05547,NCT04459676,control,placebo,undefined_soc,NA,NA,NA
tri05811,NCT04486508,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri05811,NCT04486508,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri05811,NCT04486508,experimental,NA,NA,drug,Atorvastatin,no
tri05811,NCT04486508,control,placebo,no,NA,NA,NA
tri02875,JPRN-UMIN000040602,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri02875,JPRN-UMIN000040602,control,placebo,no,NA,NA,NA
tri03331,NCT04357730,experimental,NA,NA,drug,Alteplase,no
tri03331,NCT04357730,experimental,NA,NA,drug,Alteplase,no
tri03331,NCT04357730,control,undefined_soc,NA,NA,NA,NA
tri05806,NCT04486144,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri05806,NCT04486144,control,no_treatment,NA,NA,NA,NA
tri05806,NCT04486144,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri05806,NCT04486144,control,no_treatment,NA,NA,NA,NA
tri06412,NCT04565379,experimental,NA,NA,drug,Taurodeoxycholate,no
tri06412,NCT04565379,experimental,NA,NA,drug,Taurodeoxycholate,no
tri06412,NCT04565379,control,placebo,no,NA,NA,NA
tri02058,NCT04390217,experimental,NA,NA,drug,Tranexamic acid (TXA),no
tri02058,NCT04390217,control,placebo,no,NA,NA,NA
tri01921,NCT04378920,experimental,NA,NA,drug,Lipsonal transcrocetin,no
tri05918,NCT04497987,experimental,NA,NA,biologics,Bamlanivimab,no
tri05918,NCT04497987,control,placebo,no,NA,NA,NA
tri06240,NCT04539275,experimental,NA,NA,biologics,Convalescent Plasma,no
tri05918,NCT04497987,experimental,NA,NA,biologics,Bamlanivimab;Etesevimab,no
tri06240,NCT04539275,control,placebo,no,NA,NA,NA
tri07047,NCT04605588,control,placebo,no,NA,NA,NA
tri07047,NCT04605588,experimental,NA,NA,drug,Hydroxychloroquine;Nitazoxanide;Ribavirin,no
tri03358,NCT04369742,experimental,NA,NA,drug,Hydroxychloroquine,no
tri03358,NCT04369742,control,placebo,no,NA,NA,NA
tri02360,NCT04388527,experimental,NA,NA,biologics,Convalescent Plasma,no
tri02483,NCT04397757,experimental,NA,NA,biologics,Convalescent Plasma,no
tri02483,NCT04397757,control,undefined_soc,NA,NA,NA,NA
tri06107,NCT04524507,experimental,NA,NA,biologics,Convalescent Plasma,no
tri06107,NCT04524507,experimental,NA,NA,biologics,Convalescent Plasma,no
tri03396,NCT04389710,experimental,NA,NA,biologics,Convalescent Plasma,no
tri05788,NCT04483635,experimental,NA,NA,nutritional_supplement,Vitamin D (Any),no
tri05788,NCT04483635,control,placebo,no,NA,NA,NA
tri02473,NCT04373044,experimental,NA,NA,drug,Baricitinib,defined_soc
tri02473,NCT04373044,control,placebo,defined_soc,NA,NA,NA
tri03347,NCT04364737,experimental,NA,NA,biologics,Convalescent Plasma,no
tri03347,NCT04364737,control,placebo,no,NA,NA,NA
tri02852,JPRN-JapicCTI-205270,experimental,NA,NA,drug,Tocilizumab,undefined_soc
tri08953,NCT04681430,experimental,NA,NA,biologics,Convalescent Plasma,no
tri08953,NCT04681430,experimental,NA,NA,drug,Camostat Mesilate,no
tri08953,NCT04681430,control,placebo,no,NA,NA,NA
tri08953,NCT04681430,control,undefined_soc,NA,NA,NA,NA
tri07001,NCT04545060,experimental,NA,NA,biologics,Sotrovimab,no
tri07001,NCT04545060,control,placebo,no,NA,NA,NA
tri07134,NCT04656691,experimental,NA,NA,biologics,Bamlanivimab,no
tri08849,NCT04790786,experimental,NA,NA,biologics,Bamlanivimab,no
tri08849,NCT04790786,experimental,NA,NA,biologics,Casirivimab;Imdevimab,no
tri08849,NCT04790786,experimental,NA,NA,biologics,Bamlanivimab;Etesevimab,no
tri08849,NCT04790786,experimental,NA,NA,biologics,Sotrovimab,no
tri08866,NCT04854928,experimental,NA,NA,drug,LTX-109,no
tri08866,NCT04854928,control,placebo,no,NA,NA,NA
tri07286,NCT04452318,experimental,NA,NA,biologics,Casirivimab;Imdevimab,no
tri07286,NCT04452318,control,placebo,no,NA,NA,NA
tri08762,NCT04784481,experimental,NA,NA,drug,Ivermectin,no
tri08762,NCT04784481,control,no_treatment,NA,NA,NA,NA
tri08804,NCT04860284,experimental,NA,NA,drug,Hydroxychloroquine,no
tri08804,NCT04860284,control,no_treatment,NA,NA,NA,NA
tri00950,NCT04344535,experimental,NA,NA,biologics,Convalescent Plasma,no
tri00950,NCT04344535,control,placebo,no,NA,NA,NA
tri01925,NCT04381988,experimental,NA,NA,drug,Hydroxychloroquine,defined_soc
tri01925,NCT04381988,control,placebo,defined_soc,NA,NA,NA
tri01306,NCT04362176,experimental,NA,NA,biologics,Convalescent Plasma,no
tri01306,NCT04362176,control,placebo,no,NA,NA,NA
tri08683,CTRI/2021/02/031430,experimental,NA,NA,drug,Hydroxychloroquine,no
tri08683,CTRI/2021/02/031430,experimental,NA,NA,drug,Remdesivir,no
tri06965,NCT04479644,experimental,NA,NA,biologics,BRII-198,no
tri06965,NCT04479644,experimental,NA,NA,biologics,BRII-198,no
tri06965,NCT04479644,experimental,NA,NA,biologics,BRII-198,no
tri06964,NCT04479631,experimental,NA,NA,biologics,BRII-196,no
tri06964,NCT04479631,experimental,NA,NA,biologics,BRII-196,no
tri06964,NCT04479631,experimental,NA,NA,biologics,BRII-196,no
tri03156,NCT04428021,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri03156,NCT04428021,control,placebo,undefined_soc,NA,NA,NA
tri03156,NCT04428021,control,undefined_soc,NA,NA,NA,NA
tri08418,ISRCTN21085622,experimental,NA,NA,drug,Ravidasvir;Sofosbuvir,NA
tri08418,ISRCTN21085622,experimental,NA,NA,drug,Daclatasvir;Sofosbuvir,undefined_soc
tri08418,ISRCTN21085622,control,undefined_soc,NA,NA,NA,NA
tri04227,ACTRN12620001249943,experimental,NA,NA,biologics,Convalescent Plasma,no
tri04227,ACTRN12620001249943,control,undefined_soc,NA,NA,NA,NA
tri06816,NCT04627519,experimental,NA,NA,nutritional_supplement,Rhea Health Tone,undefined_soc
tri06816,NCT04627519,control,undefined_soc,NA,NA,NA,NA
tri02033,NCT04366960,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri02033,NCT04366960,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri02297,NCT04401202,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri02297,NCT04401202,control,undefined_soc,NA,NA,NA,NA
tri01906,NCT04362085,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),NA
tri01906,NCT04362085,control,defined_soc,NA,NA,NA,NA
tri01860,NCT04383002,experimental,NA,NA,drug,Nitric Oxide Gas Gas,no
tri01860,NCT04383002,control,undefined_soc,NA,NA,NA,NA
tri01036,NCT04356508,experimental,NA,NA,biologics,Nivolumab,undefined_soc
tri01036,NCT04356508,control,undefined_soc,NA,NA,NA,NA
tri01153,NCT04357613,experimental,NA,NA,drug,imatinib,no
tri01153,NCT04357613,control,undefined_soc,NA,NA,NA,NA
tri01174,NCT04359615,experimental,NA,NA,drug,Favipiravir;Hydroxychloroquine,no
tri01174,NCT04359615,experimental,NA,NA,drug,Hydroxychloroquine,no
tri01182,NCT04360356,experimental,NA,NA,drug,Ivermectin;Nitazoxanide,no
tri01182,NCT04360356,control,defined_soc,NA,NA,NA,NA
tri01193,NCT04360980,experimental,NA,NA,drug,Colchicine,defined_soc
tri01193,NCT04360980,control,defined_soc,NA,NA,NA,NA
tri01195,NCT04361318,experimental,NA,NA,drug,Hydroxychloroquine;Nitazoxanide,no
tri01195,NCT04361318,control,defined_soc,NA,NA,NA,NA
tri01201,NCT04361526,experimental,NA,NA,device,Cytokine absorber,undefined_soc
tri01201,NCT04361526,control,undefined_soc,NA,NA,NA,NA
tri02338,NCT04362059,experimental,NA,NA,device,COVSurf Drug Delivery System,no
tri02338,NCT04362059,control,undefined_soc,NA,NA,NA,NA
tri01311,NCT04363060,experimental,NA,NA,drug,Amoxicillin;Azithromycin;Clavulanate,no
tri01311,NCT04363060,experimental,NA,NA,drug,Amoxicillin;Clavulanate,no
tri02467,NCT04363736,experimental,NA,NA,biologics,Tocilizumab,undefined_soc
tri02467,NCT04363736,experimental,NA,NA,biologics,Tocilizumab,undefined_soc
tri01315,NCT04365309,experimental,NA,NA,drug,Aspirin,undefined_soc
tri01315,NCT04365309,control,undefined_soc,NA,NA,NA,NA
tri01320,NCT04366063,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri01320,NCT04366063,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri01320,NCT04366063,control,undefined_soc,NA,NA,NA,NA
tri03060,NCT04366232,experimental,NA,NA,drug,Anakinra;Ruxolitinib,no
tri03060,NCT04366232,control,undefined_soc,NA,NA,NA,NA
tri01327,NCT04366739,experimental,NA,NA,drug,Chlorpromazine,undefined_soc
tri01327,NCT04366739,control,undefined_soc,NA,NA,NA,NA
tri03357,NCT04368923,experimental,NA,NA,procedure,Oxygen,no
tri03357,NCT04368923,experimental,NA,NA,procedure,Physiotherapy,no
tri01520,NCT04370015,experimental,NA,NA,drug,Hydroxychloroquine,no
tri01520,NCT04370015,control,placebo,no,NA,NA,NA
tri02960,NCT04372017,experimental,NA,NA,drug,Hydroxychloroquine,no
tri02960,NCT04372017,experimental,NA,NA,nutritional_supplement,Vitamin D (Any),no
tri02960,NCT04372017,experimental,NA,NA,drug,Hydroxychloroquine,no
tri02960,NCT04372017,experimental,NA,NA,nutritional_supplement,Vitamin D (Any),no
tri01528,NCT04374032,experimental,NA,NA,drug,Metenkefalin;Tridecactide,undefined_soc
tri01528,NCT04374032,control,undefined_soc,NA,NA,NA,NA
tri02040,NCT04375124,experimental,NA,NA,biologics,Angiotensin 1-7,NA
tri02040,NCT04375124,control,undefined_soc,NA,NA,NA,NA
tri03211,NCT04376814,experimental,NA,NA,drug,Favipiravir;Hydroxychloroquine,no
tri03211,NCT04376814,experimental,NA,NA,drug,Hydroxychloroquine;Lopinavir;Ritonavir,no
tri01557,NCT04377503,experimental,NA,NA,biologics,Tocilizumab,no
tri01557,NCT04377503,experimental,NA,NA,drug,Methylprednisolone,no
tri01826,NCT04380376,experimental,NA,NA,drug,Melphalan,no
tri01826,NCT04380376,control,undefined_soc,NA,NA,NA,NA
tri01583,NCT04380519,experimental,NA,NA,biologics,RPH-104,undefined_soc
tri01583,NCT04380519,experimental,NA,NA,biologics,Olokizumab,undefined_soc
tri01583,NCT04380519,control,placebo,undefined_soc,NA,NA,NA
tri01834,NCT04380935,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri01834,NCT04380935,control,undefined_soc,NA,NA,NA,NA
tri01868,NCT04384380,experimental,NA,NA,drug,Hydroxychloroquine,no
tri01868,NCT04384380,control,undefined_soc,NA,NA,NA,NA
tri01935,NCT04385043,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri01935,NCT04385043,control,undefined_soc,NA,NA,NA,NA
tri01964,NCT04388410,experimental,NA,NA,biologics,Convalescent Plasma,no
tri01964,NCT04388410,control,placebo,no,NA,NA,NA
tri01976,NCT04390178,experimental,NA,NA,biologics,Convalescent Plasma,no
tri02600,NCT04394416,experimental,NA,NA,drug,imatinib,no
tri02600,NCT04394416,control,placebo,no,NA,NA,NA
tri02157,NCT04394442,experimental,NA,NA,drug,Hydroxychloroquine,no
tri02157,NCT04394442,control,no_treatment,NA,NA,NA,NA
tri03085,NCT04395170,experimental,NA,NA,biologics,Convalescent Plasma,no
tri03085,NCT04395170,experimental,NA,NA,biologics,Immunoglobulin,no
tri03085,NCT04395170,control,defined_soc,NA,NA,NA,NA
tri02188,NCT04398303,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri02188,NCT04398303,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri02188,NCT04398303,control,placebo,undefined_soc,NA,NA,NA
tri02282,NCT04399798,experimental,NA,NA,drug,Baricitinib,undefined_soc
tri02316,NCT04403477,experimental,NA,NA,biologics,Convalescent Plasma,defined_soc
tri02316,NCT04403477,experimental,NA,NA,biologics,Convalescent Plasma,defined_soc
tri02316,NCT04403477,control,defined_soc,NA,NA,NA,NA
tri02372,NCT04403646,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri02372,NCT04403646,control,placebo,defined_soc,NA,NA,NA
tri02380,NCT04405271,experimental,NA,NA,drug,Emtricitabine;Tenofovir,no
tri02380,NCT04405271,control,placebo,no,NA,NA,NA
tri03436,NCT04410159,experimental,NA,NA,drug,Povidone-iodine,no
tri03436,NCT04410159,experimental,NA,NA,other,Essential oils,no
tri03436,NCT04410159,experimental,NA,NA,other,Essential oils,no
tri03436,NCT04410159,control,no_treatment,NA,NA,NA,NA
tri02631,NCT04414098,experimental,NA,NA,drug,Ruxolitinib,undefined_soc
tri02991,NCT04418531,experimental,NA,NA,biologics,Convalescent Plasma,no
tri03135,NCT04425772,experimental,NA,NA,drug,Azvudine,undefined_soc
tri03135,NCT04425772,control,placebo,undefined_soc,NA,NA,NA
tri03253,NCT04429867,experimental,NA,NA,drug,Hydroxychloroquine,no
tri03253,NCT04429867,control,placebo,no,NA,NA,NA
tri03514,NCT04435314,experimental,NA,NA,drug,Nitazoxanide,no
tri03514,NCT04435314,control,placebo,no,NA,NA,NA
tri03541,NCT04438837,experimental,NA,NA,drug,Hydroxychloroquine,no
tri03541,NCT04438837,control,no_treatment,NA,NA,NA,NA
tri03556,NCT04441385,experimental,NA,NA,drug,Maraviroc,undefined_soc
tri03556,NCT04441385,control,undefined_soc,NA,NA,NA,NA
tri03557,NCT04441398,experimental,NA,NA,drug,Nitazoxanide,undefined_soc
tri03557,NCT04441398,control,placebo,undefined_soc,NA,NA,NA
tri03583,NCT04443270,experimental,NA,NA,drug,Chloroquine,no
tri03583,NCT04443270,control,no_treatment,NA,NA,NA,NA
tri03614,NCT04445311,experimental,NA,NA,drug,Ivermectin,undefined_soc
tri03614,NCT04445311,control,undefined_soc,NA,NA,NA,NA
tri03629,NCT04445623,experimental,NA,NA,drug,Prasugrel hydrochloride,no
tri03629,NCT04445623,control,placebo,no,NA,NA,NA
tri03631,NCT04445935,experimental,NA,NA,drug,Bivalirudin,no
tri03631,NCT04445935,control,undefined_soc,NA,NA,NA,NA
tri05445,NCT04449965,experimental,NA,NA,drug,Povidone-iodine,no
tri05445,NCT04449965,experimental,NA,NA,drug,Povidone-iodine,no
tri05445,NCT04449965,control,placebo,no,NA,NA,NA
tri05515,NCT04456361,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri05522,NCT04457349,experimental,NA,NA,procedure,Therapeutic plasma exchange,no
tri05617,NCT04467047,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri05641,NCT04469621,experimental,NA,NA,drug,SAR443122,no
tri05641,NCT04469621,control,placebo,no,NA,NA,NA
tri05650,NCT04470531,experimental,NA,NA,drug,Co-trimoxazole,defined_soc
tri05650,NCT04470531,control,defined_soc,NA,NA,NA,NA
tri05728,NCT04477083,experimental,NA,NA,drug,Hydroxychloroquine,undefined_soc
tri05728,NCT04477083,control,placebo,undefined_soc,NA,NA,NA
tri05764,NCT04480593,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri05764,NCT04480593,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri05764,NCT04480593,control,defined_soc,NA,NA,NA,NA
tri05800,NCT04485169,experimental,NA,NA,procedure,Therapeutic plasma exchange,defined_soc
tri05800,NCT04485169,control,defined_soc,NA,NA,NA,NA
tri05877,NCT04494204,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri05877,NCT04494204,control,undefined_soc,NA,NA,NA,NA
tri05913,NCT04497623,experimental,NA,NA,device,Mechanical Ventilation (Any),no
tri05936,NCT04500067,experimental,NA,NA,biologics,Immunoglobulin,undefined_soc
tri05936,NCT04500067,control,undefined_soc,NA,NA,NA,NA
tri06085,NCT04521296,experimental,NA,NA,drug,Camostat Mesilate,no
tri06085,NCT04521296,control,placebo,no,NA,NA,NA
tri06114,NCT04525378,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri06114,NCT04525378,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri06114,NCT04525378,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri06114,NCT04525378,control,undefined_soc,NA,NA,NA,NA
tri06339,NCT04553705,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri06339,NCT04553705,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri06339,NCT04553705,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri06339,NCT04553705,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri06339,NCT04553705,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri06339,NCT04553705,control,undefined_soc,NA,NA,NA,NA
tri06348,NCT04555148,experimental,NA,NA,biologics,Hyper-Immunoglobulin,no
tri06348,NCT04555148,experimental,NA,NA,biologics,Hyper-Immunoglobulin,no
tri06348,NCT04555148,experimental,NA,NA,biologics,Hyper-Immunoglobulin,no
tri06348,NCT04555148,control,placebo,no,NA,NA,NA
tri06382,NCT04560231,experimental,NA,NA,drug,Remdesivir,no
tri06406,NCT04563689,experimental,NA,NA,drug,Cetylpyridinium chloride (CPC);Chlorhexidine (CHX),no
tri06406,NCT04563689,control,placebo,no,NA,NA,NA
tri06609,NCT04594330,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri06609,NCT04594330,control,placebo,undefined_soc,NA,NA,NA
tri06674,NCT04603794,experimental,NA,NA,drug,Hydrogen peroxide,no
tri06674,NCT04603794,experimental,NA,NA,drug,Chlorhexidine (CHX),no
tri06674,NCT04603794,experimental,NA,NA,drug,Povidone-iodine,no
tri06674,NCT04603794,control,placebo,no,NA,NA,NA
tri06795,NCT04623385,experimental,NA,NA,drug,Retinoic acid (Any);testosterone,no
tri06795,NCT04623385,control,undefined_soc,NA,NA,NA,NA
tri03164,ACTRN12620000501943,experimental,NA,NA,drug,Hydroxychloroquine,no
tri03164,ACTRN12620000501943,control,placebo,no,NA,NA,NA
tri00745,NCT04324021,experimental,NA,NA,biologics,Emapalumab,undefined_soc
tri00745,NCT04324021,experimental,NA,NA,biologics,Anakinra,undefined_soc
tri00745,NCT04324021,control,undefined_soc,NA,NA,NA,NA
tri03208,NCT04370262,experimental,NA,NA,drug,Famotidine,undefined_soc
tri03208,NCT04370262,control,placebo,undefined_soc,NA,NA,NA
tri03496,NCT04433546,experimental,NA,NA,drug,Pemziviptadil,no
tri03496,NCT04433546,experimental,NA,NA,drug,Pemziviptadil,no
tri03496,NCT04433546,experimental,NA,NA,drug,Pemziviptadil,no
tri07010,NCT04559113,experimental,NA,NA,drug,Methylprednisolone,no
tri07011,NCT04560205,experimental,NA,NA,biologics,Tocilizumab,no
tri07171,NCT04661527,experimental,NA,NA,biologics,Sarilumab,no
tri07082,NCT04648800,experimental,NA,NA,vaccine_non_covid,BCG Vaccine,no
tri07082,NCT04648800,control,no_treatment,NA,NA,NA,NA
tri07082,NCT04648800,control,placebo,no,NA,NA,NA
tri02057,NCT04390152,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),defined_soc
tri02057,NCT04390152,control,placebo,defined_soc,NA,NA,NA
tri03432,NCT04407689,experimental,NA,NA,biologics,Interleukin-7,no
tri03432,NCT04407689,control,placebo,no,NA,NA,NA
tri05735,NCT04477954,experimental,NA,NA,procedure,Hyperbaric Oxygen Therapy,undefined_soc
tri05735,NCT04477954,control,undefined_soc,NA,NA,NA,NA
tri06275,NCT04542941,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri06275,NCT04542941,control,undefined_soc,NA,NA,NA,NA
tri01790,CTRI/2020/05/025161,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri01790,CTRI/2020/05/025161,control,undefined_soc,NA,NA,NA,NA
tri06161,NCT04530422,experimental,NA,NA,drug,Ledipasvir;Sofosbuvir,no
tri06161,NCT04530422,control,defined_soc,NA,NA,NA,NA
tri06465,NCT04572399,experimental,NA,NA,device,UV Light Device,no
tri05633,NCT04468646,experimental,NA,NA,drug,NK-1R antagonist (Unspecified),no
tri05633,NCT04468646,control,placebo,NA,NA,NA,NA
tri02061,NCT04390464,experimental,NA,NA,biologics,Ravulizumab,undefined_soc
tri02061,NCT04390464,experimental,NA,NA,drug,Baricitinib,undefined_soc
tri02061,NCT04390464,control,undefined_soc,NA,NA,NA,NA
tri06977,NCT04504032,experimental,NA,NA,drug,Rivaroxaban,no
tri06977,NCT04504032,control,placebo,no,NA,NA,NA
tri02575,NCT04348500,experimental,NA,NA,biologics,Clazakizumab,undefined_soc
tri02575,NCT04348500,control,placebo,undefined_soc,NA,NA,NA
tri02463,NCT04355364,experimental,NA,NA,biologics,Dornase Alfa,undefined_soc
tri02463,NCT04355364,control,undefined_soc,NA,NA,NA,NA
tri01288,NCT04348435,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri01288,NCT04348435,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri01288,NCT04348435,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri01288,NCT04348435,control,placebo,no,NA,NA,NA
tri03024,NCT04303507,experimental,NA,NA,drug,Hydroxychloroquine,no
tri03024,NCT04303507,control,placebo,no,NA,NA,NA
tri02863,JPRN-UMIN000040341,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri05946,NCT04501458,experimental,NA,NA,other,Training,no
tri05946,NCT04501458,experimental,NA,NA,other,Training,no
tri03467,NCT04426695,control,placebo,no,NA,NA,NA
tri06549,NCT04584580,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
