id,trn,registry,ids_old,resolved
tri07576,EUCTR2020-002122-82,EudraCT,tri04200; tri07576,NA
tri04201,EUCTR2020-001936-86,EudraCT,tri04201,NA
tri04202,EUCTR2020-001782-37,EudraCT,tri04202,NA
tri04203,ACTRN12620001193965,ANZCTR,tri04203,NA
tri04204,ACTRN12620001167954,ANZCTR,tri04204,NA
tri04205,ISRCTN25647404,ISRCTN,tri04205,NA
tri04206,ISRCTN63911163,ISRCTN,tri04206,NA
tri04207,ISRCTN79623250,ISRCTN,tri04207,NA
tri04208,ISRCTN16865246,ISRCTN,tri04208,NA
tri04209,ISRCTN13953727,ISRCTN,tri04209,NA
tri04210,ISRCTN66141262,ISRCTN,tri04210,NA
tri04211,ISRCTN82901740,ISRCTN,tri04211,NA
tri04212,ISRCTN75313566,ISRCTN,tri04212,NA
tri04213,EUCTR2020-002472-12,EudraCT,tri04213,NA
tri04214,EUCTR2020-001903-17,EudraCT,tri04214,NA
tri04215,EUCTR2020-002114-40,EudraCT,tri04215,NA
tri04216,EUCTR2020-001852-16,EudraCT,tri04216,NA
tri06736,EUCTR2020-001857-31,EudraCT,tri04217; tri06736,NA
tri04218,EUCTR2020-002497-27,EudraCT,tri04218,NA
tri04219,EUCTR2020-002225-29,EudraCT,tri04219,NA
tri04220,ISRCTN16842454,ISRCTN,tri04220,NA
tri04221,ISRCTN56609224,ISRCTN,tri04221,NA
tri04222,EUCTR2020-001467-82,EudraCT,tri04222,NA
tri09392,EUCTR2020-004743-83,EudraCT,tri04223; tri09392,NA
tri04224,ACTRN12620001265965,ANZCTR,tri04224,NA
tri04225,ACTRN12620001279910,ANZCTR,tri04225,NA
tri04226,ACTRN12620001269921,ANZCTR,tri04226,NA
tri04227,ACTRN12620001249943,ANZCTR,tri04227,NA
tri04228,ISRCTN63459073,ISRCTN,tri04228,NA
tri04229,ISRCTN12792822,ISRCTN,tri04229,NA
tri04230,ISRCTN90437126,ISRCTN,tri04230,NA
tri04231,ISRCTN40292537,ISRCTN,tri04231,NA
tri04232,ISRCTN14810048,ISRCTN,tri04232,NA
tri04233,ISRCTN68675756,ISRCTN,tri04233,NA
tri04234,ISRCTN55218215,ISRCTN,tri04234,NA
tri04235,EUCTR2020-001319-26,EudraCT,tri04235,NA
tri04236,EUCTR2020-002456-21,EudraCT,tri04236,NA
tri04237,EUCTR2020-002009-25,EudraCT,tri04237,NA
tri04238,EUCTR2020-001971-33,EudraCT,tri04238,NA
tri06054,EUCTR2020-002234-32,EudraCT,tri04239; tri06054,NA
tri04240,EUCTR2020-004682-39,EudraCT,tri04240,NA
tri04241,EUCTR2020-002322-85,EudraCT,tri04241,NA
tri04242,EUCTR2020-003936-25,EudraCT,tri04242,NA
tri04243,EUCTR2020-003904-15,EudraCT,tri04243,NA
tri04244,DRKS00022729,DRKS,tri04244,NA
tri04245,DRKS00022761,DRKS,tri04245,NA
tri04246,DRKS00022790,DRKS,tri04246,NA
tri04247,DRKS00019207,DRKS,tri04247,NA
tri04248,DRKS00022845,DRKS,tri04248,NA
tri04249,DRKS00007246,DRKS,tri04249,NA
tri04250,DRKS00022868,DRKS,tri04250,NA
tri04251,DRKS00022871,DRKS,tri04251,NA
tri04252,DRKS00022874,DRKS,tri04252,NA
tri04253,DRKS00003600,DRKS,tri04253,NA
tri04254,DRKS00022500,DRKS,tri04254,NA
tri04255,DRKS00022504,DRKS,tri04255,NA
tri04256,DRKS00022533,DRKS,tri04256,NA
tri04257,DRKS00022534,DRKS,tri04257,NA
tri04258,DRKS00022536,DRKS,tri04258,NA
tri04259,DRKS00022506,DRKS,tri04259,NA
tri04260,DRKS00022507,DRKS,tri04260,NA
tri04261,DRKS00021247,DRKS,tri04261,NA
tri04262,DRKS00022549,DRKS,tri04262,NA
tri04263,DRKS00022553,DRKS,tri04263,NA
tri04264,DRKS00021229,DRKS,tri04264,NA
tri04265,DRKS00022564,DRKS,tri04265,NA
tri04266,DRKS00022498,DRKS,tri04266,NA
tri04267,DRKS00022496,DRKS,tri04267,NA
tri04268,DRKS00022495,DRKS,tri04268,NA
tri04269,DRKS00022475,DRKS,tri04269,NA
tri04270,DRKS00022479,DRKS,tri04270,NA
tri04271,DRKS00022473,DRKS,tri04271,NA
tri04272,DRKS00022484,DRKS,tri04272,NA
tri04273,DRKS00021305,DRKS,tri04273,NA
tri04274,DRKS00022305,DRKS,tri04274,NA
tri04275,DRKS00022335,DRKS,tri04275,NA
tri04276,DRKS00022337,DRKS,tri04276,NA
tri04277,DRKS00022259,DRKS,tri04277,NA
tri04278,DRKS00023584,DRKS,tri04278,NA
tri04279,DRKS00022251,DRKS,tri04279,NA
tri04280,DRKS00023595,DRKS,tri04280,NA
tri04281,DRKS00023561,DRKS,tri04281,NA
tri04282,DRKS00022292,DRKS,tri04282,NA
tri04283,DRKS00022294,DRKS,tri04283,NA
tri08030,DRKS00022277,DRKS,tri04284; tri08030,NA
tri04285,DRKS00022280,DRKS,tri04285,NA
tri04286,DRKS00005743,DRKS,tri04286,NA
tri04287,DRKS00022406,DRKS,tri04287,NA
tri04288,DRKS00022416,DRKS,tri04288,NA
tri04289,DRKS00022418,DRKS,tri04289,NA
tri04290,DRKS00022424,DRKS,tri04290,NA
tri04291,DRKS00022403,DRKS,tri04291,NA
tri04292,DRKS00022402,DRKS,tri04292,NA
tri04293,DRKS00022455,DRKS,tri04293,NA
tri04294,DRKS00022463,DRKS,tri04294,NA
tri04295,DRKS00022432,DRKS,tri04295,NA
tri04296,DRKS00022434,DRKS,tri04296,NA
tri04297,DRKS00022433,DRKS,tri04297,NA
tri04298,DRKS00022438,DRKS,tri04298,NA
tri04299,DRKS00022448,DRKS,tri04299,NA
tri04300,DRKS00022371,DRKS,tri04300,NA
tri04301,DRKS00022387,DRKS,tri04301,NA
tri04302,DRKS00022380,DRKS,tri04302,NA
tri04303,DRKS00022359,DRKS,tri04303,NA
tri04304,DRKS00022395,DRKS,tri04304,NA
tri04305,DRKS00005847,DRKS,tri04305,NA
tri04306,DRKS00017593,DRKS,tri04306,NA
tri04307,DRKS00023418,DRKS,tri04307,NA
tri04308,DRKS00023435,DRKS,tri04308,NA
tri04309,DRKS00023430,DRKS,tri04309,NA
tri04310,DRKS00023406,DRKS,tri04310,NA
tri04311,DRKS00023322,DRKS,tri04311,NA
tri04312,DRKS00023334,DRKS,tri04312,NA
tri04313,DRKS00023385,DRKS,tri04313,NA
tri04314,DRKS00023393,DRKS,tri04314,NA
tri04315,DRKS00022035,DRKS,tri04315,NA
tri04316,DRKS00022032,DRKS,tri04316,NA
tri04317,DRKS00023364,DRKS,tri04317,NA
tri04318,DRKS00022082,DRKS,tri04318,NA
tri04319,DRKS00004377,DRKS,tri04319,NA
tri04320,DRKS00023500,DRKS,tri04320,NA
tri04321,DRKS00023507,DRKS,tri04321,NA
tri04322,DRKS00022224,DRKS,tri04322,NA
tri04323,DRKS00022226,DRKS,tri04323,NA
tri04324,DRKS00023558,DRKS,tri04324,NA
tri04325,DRKS00023525,DRKS,tri04325,NA
tri04326,DRKS00022203,DRKS,tri04326,NA
tri04327,DRKS00022147,DRKS,tri04327,NA
tri04328,DRKS00023447,DRKS,tri04328,NA
tri04329,DRKS00022185,DRKS,tri04329,NA
tri04330,DRKS00022188,DRKS,tri04330,NA
tri04331,DRKS00022157,DRKS,tri04331,NA
tri04332,DRKS00023499,DRKS,tri04332,NA
tri04333,DRKS00022166,DRKS,tri04333,NA
tri04334,DRKS00023113,DRKS,tri04334,NA
tri04335,DRKS00023117,DRKS,tri04335,NA
tri04336,DRKS00023180,DRKS,tri04336,NA
tri04337,DRKS00023184,DRKS,tri04337,NA
tri04338,DRKS00023171,DRKS,tri04338,NA
tri04339,DRKS00023312,DRKS,tri04339,NA
tri04340,DRKS00005132,DRKS,tri04340,NA
tri04341,DRKS00000302,DRKS,tri04341,NA
tri04342,DRKS00006420,DRKS,tri04342,NA
tri04343,DRKS00023001,DRKS,tri04343,NA
tri04344,DRKS00023014,DRKS,tri04344,NA
tri04345,DRKS00023012,DRKS,tri04345,NA
tri04346,DRKS00023069,DRKS,tri04346,NA
tri04347,DRKS00023086,DRKS,tri04347,NA
tri04348,DRKS00023087,DRKS,tri04348,NA
tri04349,DRKS00023091,DRKS,tri04349,NA
tri04350,DRKS00023092,DRKS,tri04350,NA
tri04351,DRKS00021813,DRKS,tri04351,NA
tri04352,DRKS00021812,DRKS,tri04352,NA
tri04353,DRKS00021909,DRKS,tri04353,NA
tri04354,DRKS00022926,DRKS,tri04354,NA
tri04355,DRKS00022925,DRKS,tri04355,NA
tri04356,DRKS00021604,DRKS,tri04356,NA
tri04357,DRKS00022941,DRKS,tri04357,NA
tri04358,DRKS00022909,DRKS,tri04358,NA
tri04359,DRKS00021649,DRKS,tri04359,NA
tri04360,DRKS00022958,DRKS,tri04360,NA
tri04361,DRKS00022964,DRKS,tri04361,NA
tri04362,DRKS00020352,DRKS,tri04362,NA
tri04363,DRKS00021705,DRKS,tri04363,NA
tri04364,DRKS00021756,DRKS,tri04364,NA
tri04365,DRKS00021788,DRKS,tri04365,NA
tri04366,DRKS00021780,DRKS,tri04366,NA
tri04367,DRKS00014593,DRKS,tri04367,NA
tri04368,ChiCTR2000038537,ChiCTR,tri04368,NA
tri04369,ChiCTR2000038160,ChiCTR,tri04369,NA
tri04370,ChiCTR2000038152,ChiCTR,tri04370,NA
tri04371,ChiCTR2000038134,ChiCTR,tri04371,NA
tri04372,ChiCTR2000034796,ChiCTR,tri04372,NA
tri04373,IRCT20200415047080N2,IRCT,tri04373,NA
tri04374,IRCT20140312016968N2,IRCT,tri04374,NA
tri04375,IRCT20200415047080N1,IRCT,tri04375,NA
tri04376,IRCT20200608047686N2,IRCT,tri04376,NA
tri04377,IRCT20151227025726N24,IRCT,tri04377,NA
tri04378,IRCT20200624047908N1,IRCT,tri04378,NA
tri04379,IRCT20130428013151N2,IRCT,tri04379,NA
tri04380,IRCT20200506047323N6,IRCT,tri04380,NA
tri04381,IRCT20180103038199N3,IRCT,tri04381,NA
tri04382,IRCT20191211045691N1,IRCT,tri04382,NA
tri04383,IRCT20160131026298N5,IRCT,tri04383,NA
tri04384,IRCT20160131026298N6,IRCT,tri04384,NA
tri04385,IRCT20160919029870N3,IRCT,tri04385,NA
tri04386,IRCT20200711048077N1,IRCT,tri04386,NA
tri04387,IRCT20200818048444N1,IRCT,tri04387,NA
tri04388,IRCT20200408046987N2,IRCT,tri04388,NA
tri04389,IRCT20200921048786N1,IRCT,tri04389,NA
tri04390,IRCT20200921048794N1,IRCT,tri04390,NA
tri04391,IRCT20151227025726N23,IRCT,tri04391,NA
tri04392,IRCT20181030041504N1,IRCT,tri04392,NA
tri04393,IRCT20200428047229N3,IRCT,tri04393,NA
tri04394,IRCT20201012049010N1,IRCT,tri04394,NA
tri04395,IRCT20200426047206N4,IRCT,tri04395,NA
tri04396,IRCT20150825023753N17,IRCT,tri04396,NA
tri04397,IRCT20201015049030N1,IRCT,tri04397,NA
tri04398,IRCT20201020049088N1,IRCT,tri04398,NA
tri04399,IRCT20201016049048N1,IRCT,tri04399,NA
tri04400,IRCT20201015049036N1,IRCT,tri04400,NA
tri04401,IRCT20181208041886N2,IRCT,tri04401,NA
tri04402,IRCT20200720048139N1,IRCT,tri04402,NA
tri04403,IRCT20200404046936N4,IRCT,tri04403,NA
tri04404,IRCT20201024049134N1,IRCT,tri04404,NA
tri04405,IRCT20200927048848N2,IRCT,tri04405,NA
tri04406,IRCT20170809035597N2,IRCT,tri04406,NA
tri04407,IRCT20191211045691N2,IRCT,tri04407,NA
tri04408,IRCT20190713044192N2,IRCT,tri04408,NA
tri04409,IRCT20170315033086N7,IRCT,tri04409,NA
tri04410,IRCT20190804044429N4,IRCT,tri04410,NA
tri04411,PACTR202009786901147,PACTR,tri04411,NA
tri04412,PACTR202006473370201,PACTR,tri04412,NA
tri04413,PACTR202007653923168,PACTR,tri04413,NA
tri05665,PACTR202007589336711,PACTR,tri04414; tri05665,NA
tri04415,PACTR202010519682638,PACTR,tri04415,NA
tri04416,PACTR202006537901307,PACTR,tri04416,NA
tri04417,PACTR202007606032743,PACTR,tri04417,NA
tri04419,PACTR202006760881890,PACTR,tri04419,NA
tri04420,PACTR202006883882711,PACTR,tri04420,NA
tri06956,NCT04466241,ClinicalTrials.gov,tri04421; tri06956,NA
tri06956,PACTR202007720062393,PACTR,tri04421; tri06956,NA
tri04422,PACTR202007611764617,PACTR,tri04422,NA
tri04423,PACTR202007700757139,PACTR,tri04423,NA
tri04424,PACTR202008485004797,PACTR,tri04424,NA
tri06191,PACTR202009726132275,PACTR,tri04425; tri06191,NA
tri04426,PACTR202009769021840,PACTR,tri04426,NA
tri07947,PACTR202009642148520,PACTR,tri04427; tri07947,NA
tri04428,PACTR202010537777617,PACTR,tri04428,NA
tri04429,PACTR202009483194545,PACTR,tri04429,NA
tri04430,PACTR202010729372570,PACTR,tri04430,NA
tri04431,PACTR202010690466874,PACTR,tri04431,NA
tri04432,PACTR202010781639956,PACTR,tri04432,NA
tri04433,PACTR202010472402152,PACTR,tri04433,NA
tri04434,PACTR202010718451278,PACTR,tri04434,NA
tri04435,PACTR202011523101903,PACTR,tri04435,NA
tri04436,RPCEC00000321,RPCEC,tri04436,NA
tri04437,RPCEC00000322,RPCEC,tri04437,NA
tri04438,RPCEC00000323,RPCEC,tri04438,NA
tri04439,RPCEC00000330,RPCEC,tri04439,NA
tri04440,RPCEC00000332,RPCEC,tri04440,NA
tri04441,RPCEC00000334,RPCEC,tri04441,NA
tri04442,RPCEC00000335,RPCEC,tri04442,NA
tri04443,RPCEC00000337,RPCEC,tri04443,NA
tri04444,RPCEC00000338,RPCEC,tri04444,NA
tri04445,RPCEC00000340,RPCEC,tri04445,NA
tri04446,RPCEC00000341,RPCEC,tri04446,NA
tri04447,RPCEC00000342,RPCEC,tri04447,NA
tri04448,RPCEC00000344,RPCEC,tri04448,NA
tri04449,RPCEC00000345,RPCEC,tri04449,NA
tri04450,RPCEC00000346,RPCEC,tri04450,NA
tri04451,TCTR20201124002,TCTR,tri04451,NA
tri04452,TCTR20201027002,TCTR,tri04452,NA
tri04453,TCTR20201015003,TCTR,tri04453,NA
tri04454,TCTR20200901001,TCTR,tri04454,NA
tri04455,TCTR20200828001,TCTR,tri04455,NA
tri04456,TCTR20200822003,TCTR,tri04456,NA
tri04457,TCTR20200822002,TCTR,tri04457,NA
tri04458,TCTR20200820006,TCTR,tri04458,NA
tri04459,TCTR20200819003,TCTR,tri04459,NA
tri04460,TCTR20200709002,TCTR,tri04460,NA
tri04461,TCTR20200708001,TCTR,tri04461,NA
tri04462,PER-013-20,REPEC,tri04462,NA
tri04463,PER-031-20,REPEC,tri04463,NA
tri04464,PER-032-20,REPEC,tri04464,NA
tri04465,PER-034-20,REPEC,tri04465,NA
tri04466,PER-050-20,REPEC,tri04466,NA
tri04467,PER-054-20,REPEC,tri04467,NA
tri04468,PER-060-20,REPEC,tri04468,NA
tri04469,PER-064-20,REPEC,tri04469,NA
tri04470,PER-067-20,REPEC,tri04470,NA
tri04471,JPRN-JapicCTI-205465,JapicCTI,tri04471,NA
tri04472,JPRN-jRCT1051200078,jRCT,tri04472,NA
tri04473,JPRN-jRCT1052200041,jRCT,tri04473,NA
tri04474,JPRN-jRCT2031200180,jRCT,tri04474,NA
tri04475,JPRN-jRCT2051200085,jRCT,tri04475,NA
tri04476,JPRN-jRCTs031200196,jRCT,tri04476,NA
tri04477,JPRN-UMIN000040349,UMIN-CTR,tri04477,NA
tri04478,JPRN-UMIN000040386,UMIN-CTR,tri04478,NA
tri04479,JPRN-UMIN000040402,UMIN-CTR,tri04479,NA
tri04480,JPRN-UMIN000040539,UMIN-CTR,tri04480,NA
tri04481,JPRN-UMIN000040744,UMIN-CTR,tri04481,NA
tri04482,JPRN-UMIN000041421,UMIN-CTR,tri04482,NA
tri04483,JPRN-UMIN000041428,UMIN-CTR,tri04483,NA
tri04484,JPRN-UMIN000042076,UMIN-CTR,tri04484,NA
tri04485,JPRN-UMIN000042214,UMIN-CTR,tri04485,NA
tri04486,JPRN-UMIN000042248,UMIN-CTR,tri04486,NA
tri04487,JPRN-UMIN000042299,UMIN-CTR,tri04487,NA
tri04488,JPRN-UMIN000042384,UMIN-CTR,tri04488,NA
tri04489,JPRN-UMIN000042424,UMIN-CTR,tri04489,NA
tri04490,JPRN-UMIN000042453,UMIN-CTR,tri04490,NA
tri04491,JPRN-UMIN000042477,UMIN-CTR,tri04491,NA
tri04492,JPRN-UMIN000042489,UMIN-CTR,tri04492,NA
tri04493,JPRN-UMIN000042522,UMIN-CTR,tri04493,NA
tri04494,KCT0005634,CRiS,tri04494,NA
tri04495,CTRI/2015/03/005657,CTRI,tri04495,NA
tri04496,CTRI/2017/02/007820,CTRI,tri04496,NA
tri04497,CTRI/2020/04/024482,CTRI,tri04497,NA
tri04498,CTRI/2020/05/024985,CTRI,tri04498,NA
tri04501,CTRI/2020/05/025184,CTRI,tri04501,NA
tri04502,CTRI/2020/05/025194,CTRI,tri04502,NA
tri04503,CTRI/2020/05/025182,CTRI,tri04503,NA
tri04504,CTRI/2020/05/025213,CTRI,tri04504,NA
tri04505,CTRI/2020/05/025205,CTRI,tri04505,NA
tri04506,CTRI/2020/05/025214,CTRI,tri04506,NA
tri04507,CTRI/2020/05/025183,CTRI,tri04507,NA
tri04508,CTRI/2020/05/025212,CTRI,tri04508,NA
tri04509,CTRI/2020/05/025209,CTRI,tri04509,NA
tri04510,CTRI/2020/05/025216,CTRI,tri04510,NA
tri04511,CTRI/2020/05/025215,CTRI,tri04511,NA
tri04512,CTRI/2020/05/025217,CTRI,tri04512,NA
tri04513,CTRI/2020/05/025220,CTRI,tri04513,NA
tri04514,CTRI/2020/05/025219,CTRI,tri04514,NA
tri04515,CTRI/2020/05/025221,CTRI,tri04515,NA
tri04516,CTRI/2020/05/025218,CTRI,tri04516,NA
tri04517,CTRI/2020/05/025222,CTRI,tri04517,NA
tri04518,CTRI/2020/05/025224,CTRI,tri04518,NA
tri04519,CTRI/2020/05/025242,CTRI,tri04519,NA
tri04520,CTRI/2020/05/025243,CTRI,tri04520,NA
tri04521,CTRI/2020/05/025238,CTRI,tri04521,NA
tri04522,CTRI/2020/05/025272,CTRI,tri04522,NA
tri04523,CTRI/2020/05/025254,CTRI,tri04523,NA
tri04524,CTRI/2020/05/025276,CTRI,tri04524,NA
tri04525,CTRI/2020/05/025273,CTRI,tri04525,NA
tri04526,CTRI/2020/05/025275,CTRI,tri04526,NA
tri04527,CTRI/2020/05/025274,CTRI,tri04527,NA
tri04529,CTRI/2020/05/025248,CTRI,tri04529,NA
tri04530,CTRI/2020/05/025247,CTRI,tri04530,NA
tri04531,CTRI/2020/05/025293,CTRI,tri04531,NA
tri04532,CTRI/2020/05/025289,CTRI,tri04532,NA
tri04533,CTRI/2020/05/025291,CTRI,tri04533,NA
tri04534,CTRI/2020/05/025297,CTRI,tri04534,NA
tri04535,CTRI/2020/05/025290,CTRI,tri04535,NA
tri04536,CTRI/2020/05/025277,CTRI,tri04536,NA
tri04537,CTRI/2020/05/025299,CTRI,tri04537,NA
tri04538,CTRI/2020/05/025298,CTRI,tri04538,NA
tri04539,CTRI/2020/05/025320,CTRI,tri04539,NA
tri04540,CTRI/2020/05/025317,CTRI,tri04540,NA
tri04541,CTRI/2020/05/025319,CTRI,tri04541,NA
tri04542,CTRI/2020/05/025331,CTRI,tri04542,NA
tri04543,CTRI/2020/05/025327,CTRI,tri04543,NA
tri04544,CTRI/2020/05/025326,CTRI,tri04544,NA
tri04545,CTRI/2020/05/025328,CTRI,tri04545,NA
tri04546,CTRI/2020/05/025338,CTRI,tri04546,NA
tri04547,CTRI/2020/05/025342,CTRI,tri04547,NA
tri04548,CTRI/2020/05/025336,CTRI,tri04548,NA
tri04549,CTRI/2020/05/025334,CTRI,tri04549,NA
tri04550,CTRI/2020/05/025337,CTRI,tri04550,NA
tri04551,CTRI/2020/05/025335,CTRI,tri04551,NA
tri04552,CTRI/2020/05/025339,CTRI,tri04552,NA
tri04553,CTRI/2020/05/025341,CTRI,tri04553,NA
tri04554,CTRI/2020/05/025343,CTRI,tri04554,NA
tri04555,CTRI/2020/05/025345,CTRI,tri04555,NA
tri04556,CTRI/2020/05/025347,CTRI,tri04556,NA
tri04557,CTRI/2020/05/025348,CTRI,tri04557,NA
tri04558,CTRI/2020/05/025344,CTRI,tri04558,NA
tri04559,CTRI/2020/05/025346,CTRI,tri04559,NA
tri04560,CTRI/2020/05/025350,CTRI,tri04560,NA
tri06273,CTRI/2020/05/025370,CTRI,tri04561; tri06273,NA
tri04562,CTRI/2020/05/025385,CTRI,tri04562,NA
tri04563,CTRI/2020/05/025369,CTRI,tri04563,NA
tri04564,CTRI/2020/05/025371,CTRI,tri04564,NA
tri04565,CTRI/2020/05/025425,CTRI,tri04565,NA
tri04566,CTRI/2020/05/025424,CTRI,tri04566,NA
tri04567,CTRI/2020/05/025398,CTRI,tri04567,NA
tri04568,CTRI/2020/05/025397,CTRI,tri04568,NA
tri04569,CTRI/2020/05/025423,CTRI,tri04569,NA
tri04570,CTRI/2020/05/025429,CTRI,tri04570,NA
tri04571,CTRI/2020/05/025430,CTRI,tri04571,NA
tri04572,CTRI/2020/05/025431,CTRI,tri04572,NA
tri04573,CTRI/2020/05/025428,CTRI,tri04573,NA
tri04574,CTRI/2020/05/025427,CTRI,tri04574,NA
tri04575,CTRI/2020/05/025434,CTRI,tri04575,NA
tri04576,CTRI/2020/05/025466,CTRI,tri04576,NA
tri04577,CTRI/2020/05/025433,CTRI,tri04577,NA
tri04578,CTRI/2020/05/025483,CTRI,tri04578,NA
tri04579,CTRI/2020/05/025485,CTRI,tri04579,NA
tri04580,CTRI/2020/05/025484,CTRI,tri04580,NA
tri04581,CTRI/2020/05/025486,CTRI,tri04581,NA
tri04582,CTRI/2020/05/025487,CTRI,tri04582,NA
tri04583,CTRI/2020/05/025490,CTRI,tri04583,NA
tri04584,CTRI/2020/05/025488,CTRI,tri04584,NA
tri04585,CTRI/2020/05/025491,CTRI,tri04585,NA
tri04586,CTRI/2020/05/025489,CTRI,tri04586,NA
tri04587,CTRI/2020/05/025492,CTRI,tri04587,NA
tri04588,CTRI/2020/05/025493,CTRI,tri04588,NA
tri04589,CTRI/2020/05/025494,CTRI,tri04589,NA
tri04590,CTRI/2020/05/025496,CTRI,tri04590,NA
tri04591,CTRI/2020/05/025495,CTRI,tri04591,NA
tri04592,CTRI/2020/05/025497,CTRI,tri04592,NA
tri04593,CTRI/2020/06/025523,CTRI,tri04593,NA
tri04594,CTRI/2020/06/025526,CTRI,tri04594,NA
tri04595,CTRI/2020/06/025522,CTRI,tri04595,NA
tri04596,CTRI/2020/06/025527,CTRI,tri04596,NA
tri04597,CTRI/2020/06/025557,CTRI,tri04597,NA
tri04598,CTRI/2020/06/025530,CTRI,tri04598,NA
tri04599,CTRI/2020/06/025556,CTRI,tri04599,NA
tri04600,CTRI/2020/06/025558,CTRI,tri04600,NA
tri04601,CTRI/2020/06/025560,CTRI,tri04601,NA
tri04602,CTRI/2020/06/025529,CTRI,tri04602,NA
tri04603,CTRI/2020/06/025575,CTRI,tri04603,NA
tri04604,CTRI/2020/06/025588,CTRI,tri04604,NA
tri04605,CTRI/2020/06/025590,CTRI,tri04605,NA
tri04606,CTRI/2020/06/025589,CTRI,tri04606,NA
tri04607,CTRI/2020/06/025561,CTRI,tri04607,NA
tri04608,CTRI/2020/06/025613,CTRI,tri04608,NA
tri04609,CTRI/2020/06/025593,CTRI,tri04609,NA
tri04610,CTRI/2020/06/025637,CTRI,tri04610,NA
tri04611,CTRI/2020/06/025625,CTRI,tri04611,NA
tri04612,CTRI/2020/06/025664,CTRI,tri04612,NA
tri04613,CTRI/2020/06/025634,CTRI,tri04613,NA
tri04614,CTRI/2020/06/025650,CTRI,tri04614,NA
tri04615,CTRI/2020/06/025673,CTRI,tri04615,NA
tri04616,CTRI/2020/06/025672,CTRI,tri04616,NA
tri04617,CTRI/2020/06/025671,CTRI,tri04617,NA
tri04618,CTRI/2020/06/025675,CTRI,tri04618,NA
tri04619,CTRI/2020/06/025674,CTRI,tri04619,NA
tri04620,CTRI/2020/06/025703,CTRI,tri04620,NA
tri04621,CTRI/2020/06/025702,CTRI,tri04621,NA
tri04622,CTRI/2020/06/025704,CTRI,tri04622,NA
tri04623,CTRI/2020/06/025714,CTRI,tri04623,NA
tri04624,CTRI/2020/06/025763,CTRI,tri04624,NA
tri04625,CTRI/2020/06/025764,CTRI,tri04625,NA
tri04626,CTRI/2020/06/025766,CTRI,tri04626,NA
tri04627,CTRI/2020/06/025760,CTRI,tri04627,NA
tri04628,CTRI/2020/06/025768,CTRI,tri04628,NA
tri04629,CTRI/2020/06/025761,CTRI,tri04629,NA
tri04630,CTRI/2020/06/025762,CTRI,tri04630,NA
tri04631,CTRI/2020/06/025769,CTRI,tri04631,NA
tri04632,CTRI/2020/06/025801,CTRI,tri04632,NA
tri04633,CTRI/2020/06/025796,CTRI,tri04633,NA
tri04634,CTRI/2020/06/025798,CTRI,tri04634,NA
tri04635,CTRI/2020/06/025779,CTRI,tri04635,NA
tri04636,CTRI/2020/06/025802,CTRI,tri04636,NA
tri04637,CTRI/2020/06/025799,CTRI,tri04637,NA
tri04638,CTRI/2020/06/025800,CTRI,tri04638,NA
tri04639,CTRI/2020/06/025797,CTRI,tri04639,NA
tri04640,CTRI/2020/06/025804,CTRI,tri04640,NA
tri04641,CTRI/2020/06/025803,CTRI,tri04641,NA
tri04642,CTRI/2020/06/025848,CTRI,tri04642,NA
tri04643,CTRI/2020/06/025849,CTRI,tri04643,NA
tri04644,CTRI/2020/06/025852,CTRI,tri04644,NA
tri04645,CTRI/2020/06/025853,CTRI,tri04645,NA
tri04646,CTRI/2020/06/025850,CTRI,tri04646,NA
tri04647,CTRI/2020/06/025844,CTRI,tri04647,NA
tri04648,CTRI/2020/06/025854,CTRI,tri04648,NA
tri04649,CTRI/2020/06/025856,CTRI,tri04649,NA
tri04650,CTRI/2020/06/025855,CTRI,tri04650,NA
tri04651,CTRI/2020/06/025858,CTRI,tri04651,NA
tri04652,CTRI/2020/06/025857,CTRI,tri04652,NA
tri04653,CTRI/2020/06/025861,CTRI,tri04653,NA
tri04654,CTRI/2020/06/025862,CTRI,tri04654,NA
tri04655,CTRI/2020/06/025874,CTRI,tri04655,NA
tri04656,CTRI/2020/06/025927,CTRI,tri04656,NA
tri04657,CTRI/2020/06/025928,CTRI,tri04657,NA
tri04658,CTRI/2020/06/025917,CTRI,tri04658,NA
tri04659,CTRI/2020/06/025957,CTRI,tri04659,NA
tri04660,CTRI/2020/06/025977,CTRI,tri04660,NA
tri04661,CTRI/2020/06/025996,CTRI,tri04661,NA
tri04662,CTRI/2020/06/025998,CTRI,tri04662,NA
tri04663,CTRI/2020/06/026000,CTRI,tri04663,NA
tri04664,CTRI/2020/06/026001,CTRI,tri04664,NA
tri04665,CTRI/2020/06/025999,CTRI,tri04665,NA
tri04666,CTRI/2020/06/026005,CTRI,tri04666,NA
tri04667,CTRI/2020/06/026002,CTRI,tri04667,NA
tri04668,CTRI/2020/06/026039,CTRI,tri04668,NA
tri04669,CTRI/2020/06/026044,CTRI,tri04669,NA
tri04670,CTRI/2020/06/026045,CTRI,tri04670,NA
tri04671,CTRI/2020/06/026055,CTRI,tri04671,NA
tri04672,CTRI/2020/06/026056,CTRI,tri04672,NA
tri04673,CTRI/2020/06/026047,CTRI,tri04673,NA
tri04674,CTRI/2020/06/026087,CTRI,tri04674,NA
tri04675,CTRI/2020/06/026118,CTRI,tri04675,NA
tri04676,CTRI/2020/06/026123,CTRI,tri04676,NA
tri04677,CTRI/2020/06/026120,CTRI,tri04677,NA
